V1,V2,V3,V4,V5,V6
6107.2734,6421.9805,5109.059,4732.3364,4166.87,4624.608
6114.7793,6429.902,5115.461,4738.368,4172.2085,4630.44
7671.5005,8142.1323,6019.4727,4906.3813,4294.192,4625.7266
2650.3433,2812.2446,2144.7842,1830.7971,1603.9873,1738.8434
19590.752,20781.818,15896.491,13629.631,11955.436,12947.012
8666.1455,9192.726,7032.684,6026.253,5295.0435,5726.843
16379.1,17294.85,13701.535,12558.986,10882.366,12048.519
17330.717,18592.18,15516.459,13619.004,12465.079,13715.929
8204.13,8667.538,7061.545,6615.9624,5848.6074,6382.117
2489.5972,2626.2642,2128.823,1992.1824,1733.3469,1898.8121
10911.1045,11645.522,9760.774,8948.852,8205.024,8830.791
1985.5842,2089.5906,1645.8175,1497.4703,1301.9043,1464.4103
10533.833,11151.018,8769.028,7866.845,6990.7544,7531.918
10553.943,11198.398,8508.962,7242.238,6301.4414,6878.8657
10401.636,11023.921,8541.5,7488.613,6563.186,7141.3926
10644.477,11304.287,8397.8545,6945.4023,5899.3457,6558.8228
10931.882,11392.076,9795.345,10116.3125,9403.561,9722.972
10285.127,10849.54,8612.895,7932.0225,6971.0024,7621.404
13319.463,14103.714,10876.265,9483.962,8161.5215,9048.687
10354.73,10878.14,8373.464,7433.647,6347.65,7267.215
10083.412,10632.735,8164.746,7133.1187,6177.291,6961.816
10824.674,11473.54,8846.368,7724.301,6868.391,7331.0703
11029.733,11699.099,8891.065,7605.07,6754.259,7199.3594
10400.291,11013.003,8683.812,7789.5,6927.0483,7441.9717
10872.08,11547.396,8486.628,6870.3765,5907.2007,6489.875
11072.514,11708.035,9060.347,7948.4614,7090.581,7526.1494
10116.445,10688.888,8397.17,7526.2524,6604.7363,7271.4746
10360.616,10976.069,8560.661,7484.956,6671.0356,7168.5586
10715.954,11378.25,8879.304,7744.118,6959.1133,7338.9795
10728.6455,11394.346,8696.195,7391.4155,6518.198,6982.5957
10546.411,11191.19,8611.744,7396.016,6501.549,7003.872
10203.201,10823.13,8364.866,7268.8813,6301.264,6920.923
10030.994,10590.397,8393.825,7663.1426,6809.4624,7369.1094
5985.677,6324.189,5218.4546,5048.624,4879.657,4733.241
5501.847,5901.6787,4340.8877,3775.0176,3364.0464,3356.2043
4367.7363,4600.7944,3649.7642,3337.0088,2947.3547,3249.8633
12739.615,13486.273,10293.917,9052.654,8132.6885,8430.967
9646.418,10179.151,8077.857,7391.5903,6560.8823,7120.8164
4011.4155,4258.808,3187.7676,2646.708,2299.1523,2506.4067
1553.2742,1644.4408,1280.8837,1128.1464,989.14124,1085.2037
2760.3164,2924.2402,2332.92,2119.918,1908.622,2019.9137
10829.225,11442.557,8557.948,7279.763,6243.6553,6993.045
10794.768,11504.702,8780.175,7484.0396,6749.608,6844.657
1327.1826,1375.3989,1305.517,1488.5669,1507.6425,1379.622
6563.362,6960.6206,5395.542,4680.455,4157.4053,4392.671
8085.0776,8572.094,6476.361,5462.189,4693.065,5238.8223
2209.2295,2307.9832,1673.4598,1423.2355,1274.4166,1350.2738
8749.179,9280.763,6923.6045,5736.9907,5011.5835,5468.6816
7283.727,7733.3354,5811.573,4853.099,4260.751,4585.8433
6979.499,7410.984,5492.1064,4481.436,3874.741,4247.4365
7792.265,8270.44,6295.505,5356.9756,4691.4414,5066.8643
6872.5146,7293.6616,5516.179,4664.9233,4084.7712,4421.7275
9463.817,10044.978,7662.611,6563.434,5784.157,6199.681
8646.204,9172.44,6963.6494,5932.4233,5209.7617,5641.3613
9249.562,9842.782,7363.263,6078.9937,5328.564,5684.572
1657.5237,1749.0521,1264.398,1034.1489,854.7894,910.0832
9713.086,10295.576,7808.84,6672.335,5880.892,6329.836
3709.6396,3941.6206,2960.0718,2450.4768,2091.0312,2314.418
1849.8301,1966.2172,1519.6385,1320.419,1158.3962,1249.798
2298.889,2444.6375,1807.0071,1473.9412,1282.5328,1383.7661
2209.4263,2338.5527,1798.0189,1585.5,1393.4058,1524.0646
3520.8042,3747.2227,2784.5183,2258.6833,1971.5618,2080.5872
1481.5216,1561.2646,1116.7706,974.39966,842.6435,865.9585
2799.0762,2985.6316,2254.6282,1942.5815,1665.2494,1801.0497
2211.4355,2346.7852,1805.8092,1561.3961,1406.8369,1479.474
2898.7542,3087.2373,2265.9456,1829.0049,1595.0538,1715.2427
1303.296,1381.3368,1006.7797,813.1164,691.2938,752.9412
1961.6179,2082.281,1566.6625,1314.1555,1149.9452,1246.6499
2131.9753,2260.207,1650.6552,1344.5706,1179.9043,1260.611
1755.2095,1865.8464,1384.4694,1137.5933,983.3905,1072.9263
2367.2102,2508.5981,1833.9636,1476.0286,1289.3899,1420.1273
2340.4458,2477.6187,1792.5634,1490.0306,1239.2678,1310.9766
1901.5781,2025.1249,1481.8942,1191.1047,1014.8711,1117.5109
2669.2568,2836.5415,2127.7227,1763.1458,1547.5518,1666.4619
1867.7261,1982.3206,1593.0735,1452.1222,1310.3477,1400.1637
3686.3508,3896.8247,2823.9836,2254.8164,1850.1687,2063.97
2235.4329,2369.3052,1730.1882,1373.9401,1174.7631,1335.3281
2400.6782,2552.481,1938.0764,1637.719,1405.9524,1546.9126
2440.9236,2605.2112,1979.72,1662.6134,1394.919,1529.2966
8741.284,9286.214,6881.174,5612.8135,4881.182,5293.4097
4792.252,5104.351,3737.5166,3002.28,2550.781,2769.2083
7644.866,8116.189,6079.173,5027.0312,4426.885,4725.0654
10037.852,10656.355,7987.13,6637.399,5740.884,6297.8755
4088.925,4332.5806,3161.2686,2642.911,2331.7651,2415.1116
7321.781,7768.4746,5789.9683,4786.9175,4163.155,4553.2524
8947.715,9493.845,7162.238,6042.5337,5302.56,5737.41
7800.601,8280.444,6217.1714,5181.7734,4524.496,4913.1357
4587.9,4874.3296,4192.2725,4122.71,3864.9946,4007.1611
10516.002,11100.679,8644.202,7673.4253,6657.501,7424.0796
8128.516,8554.992,6523.5874,5671.179,4794.833,5560.467
3244.7256,3411.0525,2700.1084,2491.3003,2176.663,2413.4873
3300.8184,3494.894,2748.0664,2458.5815,2158.9214,2353.5718
12018.745,12730.165,9772.31,8503.174,7423.806,8159.534
9740.523,10294.184,8080.9756,7219.7007,6273.3228,6952.482
6132.938,6502.8267,5071.463,4477.581,3918.309,4275.5957
4315.2534,4537.1426,3602.3418,3297.7104,2903.3096,3231.0374
4874.967,5167.5054,3900.8804,3240.5403,2825.7705,3095.8923
4342.6543,4578.0464,3633.3271,3307.5042,2910.9973,3210.0864
5033.9204,5337.188,4173.982,3680.066,3183.1921,3507.207
12335.982,13001.374,10341.983,9449.751,8310.346,9187.264
7733.0015,8127.9536,6219.718,5338.196,4684.42,5239.997
2132.8228,2246.8926,1781.4371,1625.5305,1424.5698,1580.7927
6879.1733,7299.9565,5677.796,4962.55,4348.6914,4699.4414
2813.3882,2966.0403,2337.2576,2116.287,1857.9121,2055.6287
8591.099,9097.706,6998.4517,6068.2427,5254.1787,5845.47
1984.9071,2103.1885,1681.6289,1534.7041,1368.0029,1469.2809
7617.6025,8093.7607,6193.7837,5214.461,4428.4116,4890.548
9367.678,9845.811,7433.091,6354.7046,5298.458,6267.561
3568.0305,3799.6724,2787.2417,2232.7183,1928.5526,2083.147
11917.704,12609.464,10109.423,9234.339,8177.198,8757.188
3272.791,3465.5461,2709.8062,2406.6196,2106.462,2304.7312
3009.8242,3164.198,2509.3477,2317.6172,2030.4384,2246.0962
3298.623,3492.559,2746.7827,2458.1104,2158.9463,2352.8386
4976.629,5233.6187,4070.9717,3617.3926,3121.0527,3556.7048
3075.461,3262.4111,2513.0781,2172.6006,1888.0675,2068.531
9544.752,10113.272,7618.219,6391.017,5579.433,6079.9956
11549.402,12220.91,9472.388,8346.209,7223.1016,8004.282
2910.264,3070.0005,2384.3813,2110.4478,1821.0073,2056.604
7324.219,7765.8022,5974.6094,5182.5063,4547.5386,4952.5254
9483.297,10037.54,7906.4463,7025.747,6107.7446,6732.7476
14315.762,15021.079,11626.676,10349.139,8818.512,10198.738
13509.841,14288.821,11172.207,9939.581,8742.517,9574.755
3200.374,3383.961,2633.6155,2317.2207,2002.925,2232.2122
8279.322,8705.457,6742.809,5981.019,5168.6333,5875.1514
6278.985,6636.829,5162.6245,4557.244,3949.3484,4391.494
3161.063,3322.3394,2624.7742,2393.5186,2106.6072,2333.0452
2259.798,2396.9028,1746.6573,1404.7542,1188.5461,1298.9349
18833.756,19979.717,15414.695,13435.068,11763.816,12756.578
3279.498,3474.9714,2744.3767,2469.695,2191.696,2354.908
3796.2717,4035.2642,3053.3281,2588.6528,2248.9275,2432.018
1246.4012,1321.646,988.88153,829.6642,729.0686,792.63727
4000.26,4213.514,3399.7349,3177.6006,2849.8696,3079.2122
1507.4827,1583.668,1216.5892,1062.644,907.0691,1049.0781
2025.8853,2151.6511,1639.927,1394.6244,1217.8359,1323.6736
3995.5771,4240.056,3310.823,2902.4263,2533.833,2759.9568
8757.832,9246.459,7095.048,6172.6206,5342.6064,5987.3623
2275.4832,2409.7236,1927.4933,1749.748,1569.5463,1668.401
11801.973,12516.394,9655.965,8386.93,7329.6543,7991.1016
2108.7573,2237.3572,1706.922,1460.0176,1276.3019,1388.5741
1460.0858,1551.1536,1147.8165,935.844,812.90375,885.295
2179.6875,2313.4248,1753.6472,1484.7297,1299.8612,1408.8778
4877.526,5176.074,3918.687,3312.4146,2895.2966,3144.7883
2400.1018,2548.4697,1908.6063,1585.9861,1383.2289,1502.395
10471.062,11108.081,8487.112,7272.759,6368.2466,6912.826
6899.7505,7104.4033,4976.875,3687.3403,2901.805,4023.2031
4074.7715,4308.0425,3296.0408,2827.0596,2411.9407,2735.3645
5441.206,5764.232,4206.815,3311.2622,2813.5288,3186.0847
11066.078,11797.983,8622.615,6698.399,5516.506,6268.929
8881.941,9467.066,7044.519,5673.7974,4725.2627,5341.064
12064.592,12806.212,9611.173,7931.5244,6584.0806,7602.9375
10273.764,10934.877,8137.1836,6578.763,5485.592,6264.5283
3283.7766,3497.9182,2613.0493,2116.7593,1776.1497,2001.4281
5605.4956,5974.167,4375.177,3372.5737,2754.206,3199.8618
7139.4595,7614.5967,5596.4434,4439.2817,3752.973,4141.5835
4866.8853,5146.958,3739.7388,3073.872,2579.2012,2731.6484
5627.246,5959.3115,4341.1245,3548.014,3022.0273,3205.1213
8026.229,8553.547,6260.2783,4875.6294,3991.6785,4664.1035
5514.9214,5882.7026,4736.616,4280.078,3899.2212,4083.759
10947.764,11680.201,8525.452,6636.7476,5432.302,6193.313
3963.7852,4194.51,3041.7112,2613.6045,2260.6748,2303.9558
4750.1357,5041.664,3719.7896,2960.7786,2502.8074,2838.8132
3630.4849,3846.476,2800.216,2255.683,1911.16,2096.0027
8926.0,9513.962,7081.1714,5705.513,4752.547,5371.5986
7049.91,7522.6177,5700.0557,4744.447,3958.8157,4422.849
3110.955,3311.2222,2468.2295,2012.2288,1709.7303,1896.442
4924.791,5224.471,3838.3596,3030.3953,2535.732,2924.778
4877.038,5157.9683,3748.0098,3080.7996,2586.0645,2738.4915
5848.974,6292.3804,4640.709,3865.242,3117.4333,3137.7947
3136.7903,3336.4836,2490.1143,2036.5902,1775.62,1924.1671
7914.172,8403.9,6341.934,5308.3677,4600.1973,5034.6235
4925.257,5216.064,3804.4468,2995.8757,2553.5562,2847.7507
3069.345,3261.499,2382.5134,1885.9884,1579.6475,1754.5931
7580.4253,7843.5806,5423.9575,4048.3484,3060.578,4406.2666
1449.3975,1544.5114,1129.2152,874.01843,717.879,816.34265
7886.5034,8332.999,6471.509,5710.6494,4943.2144,5526.373
12291.451,13081.311,10090.91,8635.718,7683.029,8023.135
1506.7657,1604.7466,1202.779,986.3572,833.5269,935.6197
8618.312,9086.118,7262.76,6455.223,5637.1147,6355.7334
7388.879,7827.0205,5701.6245,4682.0444,3979.365,4156.229
10057.315,10737.491,7916.5293,6195.7324,5027.773,5786.285
1140.402,1216.879,901.39374,723.06165,599.7176,675.42316
9859.878,10513.065,7691.2354,5980.0947,4941.208,5584.1104
4934.5137,5230.3013,3811.5737,3249.6282,2832.7864,2872.6252
4846.6816,5156.985,3784.5293,3104.4556,2742.3213,2875.7988
5551.811,5923.437,4411.2295,3571.4146,3109.368,3288.6248
1154.8103,1231.9855,899.2698,701.6285,576.87823,657.02814
4816.637,5110.799,3714.425,2937.4897,2417.0532,2830.7393
6937.192,7364.295,5534.2256,4635.641,4076.977,4394.2563
9851.853,10504.987,7666.685,5972.2837,4907.461,5602.531
8094.692,8610.384,6401.26,5208.504,4524.332,4886.1367
7243.7935,7689.1377,5662.802,4582.9805,3726.8623,4351.622
7317.068,7756.516,5905.143,5005.49,4318.8335,4809.8516
3884.0764,4139.274,3026.3574,2379.838,1983.4972,2243.347
3426.9907,3655.8652,2800.149,2374.4543,1995.482,2227.1108
3644.6536,3839.7407,3126.2983,2989.6401,2676.374,2889.614
6444.0825,6856.365,5647.086,5415.869,4830.9365,5012.599
2829.6968,3008.1763,2356.108,2089.0215,1874.6711,1950.2174
4296.5767,4554.8105,3475.0142,2981.977,2630.231,2836.4211
18944.682,20028.166,15672.897,13987.771,12245.288,13461.063
14671.83,15416.392,12533.636,11895.259,10724.072,11628.9795
8336.967,8761.931,7393.2656,7395.56,6864.9463,7211.1353
8502.964,8942.428,7002.081,6295.3433,5443.256,6185.9893
6038.057,6378.7656,4909.6387,4237.483,3685.7908,4102.5933
15798.479,16632.896,12828.844,11259.375,9562.111,11019.494
4025.1143,4260.223,3395.414,3078.2822,2717.0754,2941.003
3015.9932,3169.8296,2490.853,2275.7107,1972.2847,2222.5703
11853.776,12501.149,9890.937,8984.088,7903.651,8715.1045
10956.193,11512.886,9039.429,8164.3745,7099.836,8010.1577
10926.491,11594.166,8740.586,7344.8545,6403.659,6972.997
10179.821,10804.635,8200.946,6949.3667,6078.0293,6590.1475
10810.083,11474.149,8655.115,7235.9204,6389.37,6835.985
9459.521,10044.425,7493.2188,6201.094,5544.9155,5818.8633
4490.0327,4757.9185,3661.3223,3167.291,2736.7268,3032.5596
7490.855,7952.46,6068.265,5170.152,4510.7017,4892.621
9876.703,10429.972,8156.074,7276.79,6379.272,7040.478
3707.7593,3930.8418,3054.806,2690.7095,2364.5635,2566.1052
2109.997,2248.021,1662.3575,1342.4138,1148.1716,1258.473
7625.3823,8070.708,6373.4375,5753.6196,5168.1914,5497.114
3216.704,3407.2349,2690.5186,2422.517,2144.725,2315.5247
4469.7275,4738.614,3657.1228,3173.1606,2797.063,3018.3196
1243.7084,1318.766,986.84753,828.2062,728.0452,791.1163
3336.6997,3538.7998,2666.2236,2225.728,1929.5872,2120.952
2386.5117,2533.1294,1944.0016,1674.4462,1476.7825,1588.1772
12448.314,13183.079,10284.813,9060.064,7927.2603,8673.596
7609.0747,8085.032,6002.3867,4921.5874,4338.373,4652.5576
2572.626,2730.077,2107.009,1829.2521,1585.6409,1743.674
2074.733,2199.5718,1719.3934,1526.1882,1357.9629,1453.0759
10492.592,11133.773,8672.377,7569.2974,6628.5703,7171.623
4344.3496,4616.3867,3525.5981,3010.5186,2579.8162,2850.923
9931.938,10530.826,8063.1123,6933.2847,5982.822,6591.915
12979.518,13727.027,10861.625,9806.534,8661.049,9428.234
6847.7344,7255.395,5628.632,4907.8545,4242.858,4684.843
1674.99,1771.0654,1378.07,1221.5779,1069.8994,1178.0126
2242.0786,2372.019,1868.0339,1678.3882,1476.044,1611.4382
8795.277,9341.302,6963.484,5699.1255,4983.7065,5380.6255
4807.857,5102.577,4430.9956,4461.0405,4226.0464,4281.3745
4162.4546,4384.2466,3173.76,2606.5894,2242.509,2438.7927
1949.7373,2068.4023,1604.6932,1402.6953,1220.6625,1335.1393
1114.6696,1186.0962,870.0884,704.3186,613.2663,655.73676
2712.2825,2872.2017,2246.6904,2002.2257,1767.1558,1918.5388
2149.3535,2262.9182,1756.8767,1562.0961,1333.2083,1532.8241
6892.721,7288.977,5410.293,4382.232,3633.8052,4199.924
4466.554,4717.2583,3676.488,3249.0486,2794.8857,3147.9841
8421.794,8925.083,6938.788,6094.337,5386.5425,5828.4307
8404.554,8899.611,6710.4478,5678.196,4796.785,5449.2393
3707.665,3930.7886,3053.8916,2688.8438,2362.5215,2564.2686
10741.368,11385.628,8977.255,8010.787,7058.318,7631.0503
3854.615,4065.0796,3242.3926,3010.0105,2635.1523,2897.3225
3233.1458,3428.9214,2638.288,2289.9636,2010.7727,2180.158
8474.043,8970.246,6544.908,5403.28,4634.6025,4855.9927
4038.6777,4287.19,3258.7305,2767.1902,2377.2048,2628.1482
1206.2236,1281.7607,965.80646,809.5356,706.0211,766.4551
10489.672,11130.355,8671.19,7571.7944,6631.166,7175.658
8619.94,9137.595,7042.227,6006.552,5189.292,5749.425
6906.3066,7338.8975,5562.0947,4668.568,3980.5981,4408.794
9081.837,9626.96,7427.433,6398.2773,5591.474,6133.203
8708.229,9252.036,7065.4277,6013.0522,5327.646,5701.5186
1103.1364,1169.7782,916.2424,807.6995,716.36053,761.02106
4863.6577,5162.1313,3880.77,3253.9712,2844.1624,3083.8225
1868.3547,1987.6484,1457.7523,1163.0723,998.5755,1086.974
7982.5024,8476.794,6204.9165,4932.1426,4215.0923,4657.5547
3317.0261,3516.6475,2726.5132,2372.3938,2068.894,2259.537
2622.1768,2786.041,2094.1016,1742.4651,1529.6967,1644.2655
3741.6907,3960.0288,2933.3022,2389.1836,1968.6744,2318.5508
4005.2585,4242.821,3195.6445,2670.8843,2274.4224,2565.002
5179.021,5495.6587,4148.4097,3498.3835,3079.4727,3313.2458
1503.4585,1597.2693,1181.0375,954.477,823.9784,899.91534
2045.8179,2174.8052,1598.9335,1297.0444,1076.2687,1228.7367
1864.3679,1983.2844,1454.4421,1160.3994,996.0323,1084.4491
2360.5781,2499.9624,1822.0266,1483.9847,1277.5741,1371.5322
1945.0471,2057.5603,1495.6658,1222.7897,1031.1141,1098.2247
8089.395,8600.398,6251.003,4813.2114,3853.4048,4568.4116
2943.2908,3122.9727,2307.3394,1886.5488,1636.1251,1799.9369
3445.8813,3658.0278,2915.1384,2622.5447,2338.5627,2493.9182
4245.3433,4506.057,3435.7202,2929.6416,2563.1582,2780.5813
9162.522,9698.248,7645.2754,6884.753,6187.0273,6575.1274
5319.0923,5640.059,4335.824,3739.2026,3294.9604,3553.5415
1766.5076,1866.5408,1506.57,1400.831,1271.2124,1350.9612
1706.5905,1810.0217,1373.627,1167.4358,1041.6101,1104.8628
1530.478,1626.492,1219.54,1014.17474,882.3711,959.5971
1162.1937,1235.9703,936.4778,788.825,675.9295,744.8232
6136.405,6486.3496,5196.628,4726.9536,4201.4546,4542.8477
3681.882,3899.0176,2898.656,2370.4568,1937.5787,2294.0757
9914.071,10494.634,8197.355,7267.377,6367.714,6979.0415
6462.1567,6859.7837,5074.982,4090.0679,3553.2134,3888.7512
12501.715,13267.738,10305.53,8955.068,7839.345,8477.573
6538.302,6942.1265,5359.8457,4638.553,4045.9893,4388.432
4444.06,4720.3364,3510.721,2872.0278,2496.3333,2721.3413
7740.611,8177.9214,6464.003,5840.7896,5185.3765,5664.5674
8356.361,8846.62,6791.2563,5860.309,5002.6914,5623.108
1057.0343,1123.2422,835.05023,680.59106,594.83234,642.2224
8008.567,8495.399,6518.3765,5615.671,4891.443,5341.293
6076.271,6450.746,4912.7397,4192.273,3605.56,3990.0862
4170.312,4421.8423,3428.1611,3006.9165,2632.8174,2867.049
4397.262,4666.467,3711.9932,3336.122,2966.7144,3171.762
1422.4519,1501.4099,1256.3055,1225.9752,1153.423,1193.0043
2558.978,2720.372,2021.9738,1657.0913,1438.8892,1564.6665
3142.0012,3331.7275,2530.9668,2162.54,1897.0176,2066.3298
4828.188,5094.1,3854.7993,3273.8374,2761.27,3197.8564
12926.11,13736.706,10438.997,8815.005,7605.988,8318.175
2149.836,2283.9355,1724.2837,1442.7526,1273.1432,1370.4626
5315.66,5638.1963,4360.1743,3793.2651,3365.708,3621.1062
2484.5781,2638.241,1982.6459,1658.99,1417.2812,1571.6091
2333.6536,2478.7637,1871.2692,1573.1377,1366.802,1497.0182
3788.2764,4020.7786,3094.846,2684.7666,2377.0093,2536.2473
1559.473,1645.9514,1375.5181,1340.5615,1263.0637,1304.6819
1222.9633,1300.2124,982.68097,822.9513,711.90497,776.81537
1636.4236,1738.4045,1285.78,1051.5919,918.79504,994.80865
12330.566,13110.866,9877.04,8218.603,7000.015,7741.007
1871.2583,1983.7412,1538.734,1347.0275,1190.7305,1287.5863
3041.5796,3235.1382,2385.867,1938.8066,1700.1354,1805.9303
1640.6401,1740.8354,1329.9065,1140.1492,1001.87054,1083.246
6213.0312,6593.9067,4993.2524,4208.7354,3651.5186,3997.323
1136.5875,1207.0715,891.30035,715.928,624.5389,679.9729
8275.388,8785.514,6575.043,5429.272,4763.144,5155.909
5451.709,5770.1772,4463.2236,3916.3623,3425.747,3764.2983
4495.515,4755.5854,3714.4507,3297.5225,2908.8477,3168.6902
1581.152,1677.7869,1293.6488,1122.0199,985.7242,1063.1731
1413.7512,1500.692,1136.2542,960.60315,839.24457,911.99304
2775.8184,2944.5952,2258.8867,1947.8442,1708.8472,1852.2184
2295.7178,2433.7834,1892.3971,1665.4097,1457.7114,1589.6597
19068.252,20059.502,15601.274,13908.651,11935.963,13620.059
10182.573,10712.468,8301.427,7524.7554,6299.3384,7207.271
18631.111,19672.564,15574.421,14170.475,12490.067,13646.057
2456.8074,2607.6265,1913.5387,1586.2457,1426.9764,1482.9235
3644.442,3856.559,3017.7651,2684.966,2351.6492,2582.11
8359.148,8818.051,6911.0215,6191.8037,5391.8257,6008.7407
5812.773,6109.5356,5006.7227,4830.7583,4259.9736,4627.2734
6456.1035,6777.168,5210.8774,4597.187,4038.6355,4601.3765
2469.1052,2614.6929,2038.025,1802.4827,1574.1289,1725.2184
3749.715,3956.0728,3129.2373,2841.8354,2505.5576,2750.744
1866.5146,1954.6135,1520.2113,1377.9368,1192.536,1353.8248
10415.857,11030.205,8452.997,7283.143,6258.8345,6991.2607
4377.097,4588.02,3559.7036,3202.401,2751.154,3169.7217
3070.1274,3229.899,2549.736,2337.7178,2034.6774,2273.5273
2418.7202,2550.4966,1986.316,1757.4384,1514.229,1707.5333
12496.963,13199.011,10468.634,9407.751,8046.7915,9130.792
19457.643,20555.604,16229.61,14693.866,12941.147,14115.482
4101.6597,4328.935,3316.222,2872.8894,2443.6084,2794.512
5085.4746,5383.304,4179.0312,3682.8308,3179.7502,3525.111
9867.508,10399.046,8109.0386,7216.852,6216.9346,7001.2715
7603.3296,7964.3784,6092.7153,5363.205,4503.0103,5321.7236
10087.159,10661.31,8069.085,6912.8784,5797.275,6644.4976
2023.7858,2144.163,1684.335,1501.6584,1322.654,1437.5186
5241.108,5529.7876,4377.7866,3951.7168,3340.5073,3781.5537
8721.197,9212.267,7017.841,6021.6157,5122.6353,5821.1025
3195.1536,3360.579,2646.1968,2432.3164,2103.075,2362.0408
9377.201,9846.757,7555.191,6634.744,5580.733,6547.158
3647.271,3833.6506,3016.183,2762.7607,2431.5664,2716.1248
11062.545,11738.188,10008.68,9450.094,8788.201,9503.589
2050.3694,2144.7998,1666.2058,1512.445,1304.9052,1509.9214
15997.613,16957.26,13190.869,11617.291,10221.572,11051.939
1794.0696,1844.8597,1266.2043,1169.1215,918.60016,1023.69006
2061.4243,2167.5657,1707.381,1584.7399,1370.4235,1536.4493
9243.621,9776.426,7654.9385,6829.4624,5985.087,6558.4795
2794.748,2942.512,2257.499,1969.7551,1679.342,1934.6686
15987.018,16826.95,13522.153,12593.485,11207.181,12253.028
4745.4517,5025.909,3927.192,3488.271,3058.3145,3335.006
10755.357,11307.145,8986.373,8387.797,7347.9023,8129.7715
5237.225,5543.2773,4309.418,3806.1294,3295.1313,3644.7017
2817.9468,2967.285,2326.0015,2083.27,1802.0397,2033.736
2517.2705,2667.2085,2088.5017,1855.4224,1638.2921,1769.1405
1868.7064,1983.1104,1536.9674,1358.5757,1127.0532,1266.8235
11959.215,12559.899,10293.09,9905.514,8756.559,9519.364
11398.42,12049.787,9360.964,8276.157,7157.246,7984.058
12941.334,13773.443,11368.281,10342.672,9422.528,10167.244
4311.5073,4521.965,3519.1677,3186.452,2739.963,3139.4983
3997.4106,4200.6006,3274.3486,2976.0684,2518.5435,2864.97
1804.8627,1862.2905,1278.3624,1183.1294,932.2911,1033.0282
4215.444,4456.828,3422.7268,2969.2354,2539.784,2867.1206
10547.673,11092.147,8834.647,8259.803,7251.5527,7999.3857
6494.0654,6909.207,5125.548,4171.5884,3428.4421,3949.403
2379.379,2522.7378,1964.5392,1726.4497,1509.7184,1644.5927
1899.5698,2008.0879,1563.9181,1391.0073,1217.3364,1339.3573
5240.721,5529.9795,4381.6177,3960.3936,3346.89,3781.638
