V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
3559.8345,3467.6355,3531.9841,3538.366,3501.1323,3507.7898,3508.5347,3531.538,3526.6702,3577.8154,3497.6802,3550.6704,3536.3643
3537.001,3465.713,3513.1506,3486.3044,3532.3167,3502.0168,3500.7383,3500.8247,3520.2214,3539.9087,3498.2139,3476.5535,3479.4148
1063.3777,1078.7192,1091.3152,1070.9305,1063.2417,1077.0856,1028.4092,975.4551,1005.8532,1002.55774,984.6651,1031.1298,1054.1747
1072.4218,1083.8264,1108.2866,1092.0658,1070.4062,1095.7968,1046.3247,1016.23663,1023.75714,1032.2012,1011.17725,1057.5989,1083.843
24772.469,24829.951,24718.678,24791.885,24816.834,24917.654,24950.115,25017.965,24993.744,24983.818,24981.506,24865.314,24814.691
4466.3267,4476.3257,4457.5244,4473.8555,4466.7163,4482.3496,4495.179,4493.3735,4499.406,4491.3765,4486.0557,4485.3877,4479.024
5639.9053,5678.7017,5649.781,5666.7993,5648.285,5663.9883,5714.095,5777.797,5769.582,5756.444,5751.7744,5714.489,5669.7485
5656.8296,5692.893,5656.6226,5676.2236,5660.9062,5678.586,5731.8164,5796.7964,5794.7646,5770.393,5770.9053,5731.5356,5682.2056
17174.926,17206.324,17136.248,17216.99,17152.57,17225.9,17357.674,17461.703,17413.438,17370.51,17382.326,17322.973,17232.82
17199.076,17225.965,17157.594,17240.393,17169.771,17249.66,17378.7,17481.39,17438.615,17391.324,17402.354,17347.514,17253.846
1097.7218,1099.4459,1094.9446,1099.0536,1097.7466,1101.3378,1104.8251,1105.097,1106.7758,1104.7789,1102.6625,1102.2646,1100.191
11999.584,12029.324,11974.328,12024.405,12007.998,12037.4,12093.6,12121.288,12122.326,12099.88,12090.792,12078.517,12031.06
1249.2815,1252.6107,1243.757,1249.8114,1249.7427,1253.1183,1259.0153,1255.4081,1255.322,1255.2666,1255.4838,1250.2539,1253.4012
1880.0797,1887.1826,1879.3915,1883.9717,1880.6201,1885.239,1898.8153,1896.4879,1901.2859,1895.7401,1889.277,1895.0138,1888.0851
20049.45,20124.023,20037.893,20089.533,20055.535,20105.615,20246.637,20219.729,20267.787,20212.271,20148.34,20200.812,20134.09
24650.055,24671.383,24418.969,24552.736,24718.541,24768.768,24747.701,24593.578,24766.666,24720.143,24687.318,24492.58,24630.021
1731.814,1734.7184,1728.4222,1735.2759,1731.3496,1737.4183,1744.6188,1748.6014,1748.1259,1746.6405,1743.9572,1741.7264,1736.3751
1776.0604,1777.9276,1782.3994,1776.7355,1771.9539,1783.8672,1781.2932,1770.4736,1777.7247,1776.9636,1768.8983,1776.1647,1776.6041
1482.2164,1487.5477,1497.4852,1485.7745,1482.094,1491.9286,1490.969,1487.045,1489.2533,1489.2888,1480.1442,1488.6279,1484.9294
11362.968,11389.733,11332.327,11377.3545,11371.36,11404.161,11442.117,11452.2,11462.266,11440.797,11434.709,11407.835,11390.245
506.22095,516.9926,508.6822,508.0634,509.54376,513.05475,513.35785,505.53043,511.801,505.95163,510.0205,508.72644,511.83725
639.80304,652.1559,642.77954,642.46826,643.73285,648.0674,648.70197,641.471,647.70233,641.233,645.716,643.77515,646.29974
16184.645,16160.58,16065.341,16180.07,16143.177,16207.718,16260.754,16227.849,16260.351,16217.662,16203.376,16215.242,16205.207
11495.762,11520.494,11463.825,11504.251,11510.36,11529.199,11571.766,11566.48,11582.086,11566.01,11558.999,11522.601,11528.19
9744.66,9773.172,9725.423,9759.105,9756.729,9783.278,9815.508,9828.959,9835.954,9818.916,9813.802,9786.113,9769.237
15675.198,15738.209,15681.842,15734.344,15677.017,15721.128,15816.484,15853.385,15843.339,15814.073,15803.884,15814.222,15748.3955
4103.2974,4110.4917,4089.9824,4101.065,4113.2627,4122.868,4122.183,4123.828,4135.8687,4141.096,4140.698,4104.169,4107.5933
1106.2482,1104.3046,1097.9525,1105.2308,1106.05,1107.6356,1110.0597,1106.2892,1109.2056,1108.3041,1106.3542,1105.933,1106.0262
9169.344,9190.393,9158.636,9189.764,9170.114,9201.632,9237.031,9244.745,9252.638,9238.103,9223.66,9220.966,9199.349
2155.047,2158.738,2150.6636,2159.1052,2154.4736,2162.064,2170.355,2173.7007,2174.1228,2171.7605,2168.528,2166.5786,2160.625
23562.582,23629.008,23546.8,23611.547,23556.393,23648.807,23745.404,23774.963,23803.174,23746.27,23716.672,23718.588,23631.316
16119.387,16156.839,16080.018,16139.895,16126.923,16178.142,16235.501,16243.047,16264.314,16234.477,16218.481,16188.905,16160.563
14361.69,14394.889,14324.001,14378.24,14369.823,14413.946,14463.689,14469.018,14490.01,14463.818,14449.602,14420.343,14396.842
7149.335,7170.1436,7145.697,7164.209,7146.244,7175.8125,7208.161,7222.9287,7232.533,7208.7305,7200.7036,7204.7827,7170.3203
1083.8374,1085.5455,1081.1094,1085.1526,1083.8857,1087.3942,1090.841,1091.0353,1092.7096,1090.7438,1088.6335,1088.2852,1086.2698
9474.602,9500.92,9456.999,9494.36,9480.938,9503.726,9553.22,9575.474,9577.473,9556.7,9550.679,9539.589,9501.639
759.0844,769.64996,762.15515,764.1341,765.3764,767.31036,767.9859,766.4327,767.94934,762.19165,766.3769,767.5779,766.9508
10518.77,10531.113,10511.775,10540.054,10504.216,10538.472,10623.022,10652.697,10643.136,10617.08,10591.751,10617.696,10555.185
11277.787,11300.756,11273.954,11304.212,11269.494,11305.763,11391.019,11419.188,11411.171,11379.213,11358.256,11385.407,11322.159
15001.236,14974.678,14824.362,14918.031,15073.14,15047.121,15039.111,15006.043,15075.608,15074.309,15050.501,14846.942,14958.425
6976.015,7003.3086,6974.5996,7000.5503,6977.5254,7004.211,7042.1743,7068.5024,7061.528,7047.2827,7046.401,7036.011,7004.7896
1730.9198,1733.8389,1727.5435,1734.3917,1730.453,1736.5431,1743.7104,1747.7032,1747.2357,1745.7484,1743.0704,1740.8424,1735.4806
1015.08575,1016.86487,1019.5939,1014.90265,1013.08435,1019.278,1018.56,1011.35754,1014.37933,1015.9098,1011.27826,1013.3777,1014.99194
760.72034,765.7102,773.02026,763.35315,762.3838,766.6992,767.6581,767.2108,765.54266,767.75006,761.85864,765.2654,762.66473
10355.468,10379.908,10329.876,10369.3955,10363.795,10391.948,10429.4375,10443.254,10450.437,10432.333,10425.467,10398.779,10380.441
360.05844,369.51767,364.88968,364.14667,364.63025,366.01068,367.72244,367.08438,368.54688,362.1597,366.14038,367.6351,367.03613
466.17294,476.77676,471.39764,470.8738,471.1979,473.31158,475.00186,474.84604,476.48682,469.61044,473.72803,474.86816,473.82797
8831.606,8848.207,8786.45,8848.587,8830.053,8859.315,8896.761,8912.584,8909.911,8890.193,8894.063,8878.763,8858.162
10938.11,10946.398,10901.685,10941.323,10939.556,10964.392,11009.445,11011.616,11022.461,11009.859,10998.919,10965.888,10963.267
9472.346,9495.029,9451.177,9484.497,9480.723,9506.036,9539.756,9552.018,9559.476,9543.284,9536.026,9510.907,9494.572
10743.258,10790.999,10756.892,10788.027,10742.99,10779.191,10851.308,10895.479,10878.74,10841.9,10855.395,10859.157,10792.89
3615.5803,3617.085,3598.5212,3611.51,3623.185,3629.3508,3629.687,3630.8052,3640.5664,3648.7769,3646.6145,3611.5586,3616.7158
1086.0603,1084.0682,1077.7502,1084.914,1085.766,1087.2672,1090.2853,1086.5424,1089.3578,1088.0677,1086.3754,1085.8947,1085.8108
8161.599,8180.3364,8153.656,8179.8325,8161.7734,8190.2563,8220.671,8225.046,8232.907,8219.893,8206.831,8205.722,8188.023
2153.7612,2157.4675,2149.3948,2157.83,2153.1868,2160.797,2169.0544,2172.4102,2172.8406,2170.4758,2167.2493,2165.3022,2159.3394
22326.287,22391.182,22316.232,22372.016,22323.818,22410.504,22494.502,22509.432,22544.275,22490.002,22457.936,22468.764,22390.113
13828.246,13856.338,13796.476,13847.031,13835.048,13875.144,13928.257,13946.004,13956.583,13932.387,13918.835,13891.01,13862.003
12074.652,12098.505,12044.579,12089.518,12082.057,12115.107,12160.611,12176.198,12186.44,12165.8955,12154.151,12126.614,12102.446
6054.5522,6073.5894,6056.2397,6066.1567,6055.095,6079.1265,6099.632,6100.028,6116.2397,6095.0547,6084.043,6097.053,6070.7173
6102.611,6143.352,6108.614,6134.1587,6111.769,6142.3887,6176.3257,6241.76,6207.5063,6192.0835,6205.327,6170.81,6144.779
7008.7114,7024.273,6995.6226,7021.169,7010.995,7028.1826,7063.0747,7075.3984,7079.3267,7064.102,7057.082,7052.93,7026.0757
369.98285,381.11533,374.2046,374.2141,375.70642,378.96793,376.4603,374.87616,377.10373,370.43845,376.48383,376.79593,376.29727
7788.4424,7793.9697,7789.944,7799.3257,7775.2026,7801.1006,7863.433,7876.633,7874.4014,7857.2017,7830.536,7856.0464,7812.413
8158.3857,8175.0474,8164.1953,8173.565,8150.8423,8180.031,8239.917,8251.546,8251.558,8227.612,8207.141,8232.982,8188.7354
11483.911,11440.638,11323.093,11400.811,11533.379,11497.384,11495.425,11439.957,11519.354,11518.551,11484.549,11336.849,11434.356
5331.1826,5353.8584,5330.826,5350.7417,5333.882,5354.0073,5382.7104,5405.4526,5398.6646,5388.346,5388.4043,5378.3364,5353.9033
11292.346,11310.645,11267.901,11314.164,11289.653,11331.769,11373.545,11399.904,11397.921,11389.082,11371.29,11355.491,11322.257
990.50165,992.0227,994.843,990.1923,988.2288,994.5897,993.6528,986.60565,989.6145,991.0831,986.46875,988.6714,990.2618
7408.416,7455.8223,7529.841,7434.047,7422.1406,7467.7666,7475.0396,7472.215,7455.61,7476.8447,7418.733,7453.89,7426.7886
6721.4194,6736.0728,6701.665,6728.769,6728.405,6743.99,6767.649,6776.1426,6781.5713,6770.583,6765.659,6746.038,6736.2124
125.92332,128.401,128.52757,128.33412,127.23923,126.85276,127.54924,127.84928,127.40766,127.69048,128.07071,128.8346,127.81384
223.98276,227.44283,226.93318,227.017,225.63452,226.05873,226.56033,227.29276,226.94862,226.91438,227.36499,227.84067,226.57191
4773.607,4777.3013,4731.9487,4780.748,4771.2026,4785.9165,4804.296,4814.563,4810.522,4800.5483,4806.9795,4794.137,4785.823
8125.851,8128.2153,8096.137,8125.8354,8126.878,8143.7783,8175.3696,8175.663,8183.821,8177.362,8167.966,8140.65,8144.9097
6244.097,6258.258,6228.393,6250.63,6251.2056,6265.4214,6287.164,6294.654,6300.5083,6290.475,6284.8857,6266.607,6257.5474
8224.809,8259.054,8237.481,8258.008,8225.607,8252.65,8309.323,8347.211,8326.782,8298.688,8310.874,8313.349,8262.451
2959.8096,2955.5322,2942.7014,2954.6482,2964.8462,2969.4065,2963.168,2962.0046,2972.174,2984.9712,2979.564,2949.316,2956.8923
9312.479,9296.019,9239.411,9302.517,9313.95,9327.17,9343.004,9305.807,9331.733,9324.914,9309.519,9304.589,9310.272
4513.262,4524.7856,4515.973,4526.851,4511.2314,4530.2783,4544.9526,4549.0864,4553.499,4548.2305,4537.008,4540.727,4530.973
5444.384,5454.752,5440.134,5457.3115,5442.8535,5463.049,5479.7183,5480.1084,5486.936,5480.8506,5468.5117,5471.359,5462.3833
1432.267,1434.5715,1428.9545,1434.7474,1431.9016,1437.1393,1441.9767,1443.8699,1444.4424,1442.9504,1440.6877,1439.4105,1435.8815
16136.468,16191.81,16142.937,16176.607,16134.218,16203.085,16265.701,16290.862,16311.803,16269.628,16248.626,16256.036,16186.735
9234.771,9249.679,9210.232,9244.303,9239.331,9264.089,9297.753,9307.394,9316.426,9301.908,9290.864,9270.834,9254.502
8019.0103,8031.477,7995.892,8026.0913,8024.5444,8044.038,8072.621,8081.296,8090.047,8078.107,8068.3213,8048.1313,8034.7627
11864.661,11903.478,11866.772,11894.426,11861.779,11911.671,11958.124,11973.999,11985.169,11960.592,11946.098,11945.423,11901.933
4271.8726,4288.3867,4276.175,4282.205,4272.4824,4291.3774,4307.6416,4316.911,4326.6704,4309.066,4302.518,4310.579,4284.849
3815.2773,3821.4563,3805.7952,3819.5715,3817.0544,3827.56,3842.266,3844.9075,3850.246,3843.0144,3835.012,3833.0586,3823.9155
24658.785,24766.496,24613.758,24731.793,24699.404,24755.455,24901.488,25000.639,24981.408,24925.775,24935.822,24866.408,24755.645
3891.108,3885.4192,3879.2542,3899.2395,3896.7517,3883.5334,3915.1548,3915.396,3908.452,3917.6145,3898.7585,3907.5903,3906.3691
2730.3755,2737.1504,2721.864,2740.7024,2729.0671,2737.3965,2759.6357,2776.1223,2768.6782,2759.8958,2761.1772,2761.5947,2742.8105
3119.4436,3125.7056,3109.7976,3130.6057,3118.7322,3125.7625,3151.1648,3167.7012,3159.517,3151.6165,3151.0862,3152.3647,3133.4705
3517.753,3533.2437,3500.6755,3516.761,3539.8904,3549.5564,3542.3782,3564.4,3555.386,3555.972,3564.7239,3509.3843,3523.3672
1644.8926,1649.4839,1643.7618,1649.809,1643.6738,1650.195,1659.5098,1663.1042,1662.8931,1658.9673,1657.9813,1657.6335,1650.9128
3555.581,3566.628,3554.2283,3565.6582,3554.661,3567.993,3587.5532,3595.3457,3595.0896,3586.7327,3584.1013,3582.6929,3568.5928
6016.473,6027.3975,6007.643,6029.752,6014.5967,6033.7686,6063.201,6076.6753,6074.194,6068.1646,6059.4966,6053.212,6032.357
3634.0918,3643.8782,3628.1917,3640.6204,3635.4124,3647.9495,3661.8354,3667.169,3668.8967,3661.7722,3659.7893,3652.6987,3644.2534
3895.371,3925.4058,3880.2805,3887.6357,3919.7688,3937.3257,3918.3572,3881.6438,3947.65,3923.05,3889.6428,3909.1274,3888.0205
2812.2754,2818.2542,2805.54,2815.551,2812.6663,2820.5886,2834.12,2836.0933,2838.7107,2832.554,2830.9573,2825.2769,2818.368
3228.2969,3236.816,3222.7654,3233.8665,3229.5483,3240.6125,3252.6333,3257.4119,3258.992,3252.8342,3251.1292,3244.2576,3237.0547
2518.5112,2531.995,2519.3235,2529.993,2517.4446,2526.6257,2542.005,2548.1013,2551.923,2543.2031,2544.4285,2545.62,2530.4727
6558.094,6615.585,6557.947,6568.85,6583.7827,6599.4346,6665.225,6687.3096,6683.9224,6638.4897,6670.3906,6622.1733,6598.258
1547.8009,1544.3505,1538.225,1546.6848,1543.4865,1545.6669,1559.4489,1559.0453,1561.6278,1555.6177,1554.3007,1554.674,1547.5764
2717.291,2725.6267,2713.5234,2722.555,2718.9526,2727.2083,2741.0132,2745.0242,2746.0251,2739.0945,2738.3215,2734.345,2725.6743
7215.036,7228.986,7204.3506,7230.836,7212.895,7236.5605,7270.846,7285.467,7284.017,7275.3184,7265.632,7258.863,7234.599
8907.236,8924.652,8886.64,8917.853,8908.294,8934.531,8969.382,8963.238,8978.298,8959.4,8947.181,8946.962,8928.728
1274.0045,1277.0599,1276.3252,1276.867,1276.0975,1279.4673,1284.7173,1287.9032,1289.4757,1286.053,1283.4652,1282.7599,1278.3005
6190.1157,6198.9487,6173.0063,6195.249,6189.4517,6207.289,6228.149,6217.838,6232.099,6220.4126,6208.5303,6212.4175,6202.9116
4593.5303,4606.7065,4586.234,4602.7334,4595.751,4611.0547,4630.5493,4638.6353,4640.183,4630.497,4627.959,4620.1343,4607.5225
4055.6978,4067.0752,4048.6802,4063.4355,4057.536,4071.0686,4088.0251,4094.938,4096.4277,4087.8137,4085.8196,4078.445,4067.7056
1782.8856,1784.8768,1779.8213,1783.7932,1782.5278,1787.65,1791.4941,1782.5488,1789.217,1786.0275,1780.9193,1786.162,1785.5343
1027.854,1026.7415,1019.08594,1025.8422,1026.5559,1030.6055,1027.9877,1019.57947,1027.9657,1026.3456,1024.2435,1024.6221,1026.9476
2468.1807,2453.0227,2443.4563,2456.496,2463.1677,2473.958,2444.664,2411.4155,2441.9312,2450.8706,2432.7673,2437.23,2458.5674
2096.614,2097.4604,2087.62,2088.433,2095.7507,2101.4724,2098.2637,2068.188,2104.4739,2093.8533,2083.7896,2092.6462,2083.1877
496.3778,496.04178,492.61295,495.9973,494.85577,498.15857,495.57922,490.7238,495.9342,494.92484,493.6112,494.8981,496.5001
7151.904,7166.0356,7104.776,7124.9683,7197.525,7162.379,7146.2207,7025.865,7112.4375,7111.363,7073.628,7090.9087,7125.066
1300.897,1294.7402,1286.7836,1293.5621,1299.5896,1306.2665,1281.7697,1258.4746,1282.3055,1288.8268,1278.4005,1278.9794,1294.7267
5890.68,5859.6724,5868.446,5887.333,5857.5,5897.459,5897.7896,5882.4155,5909.2896,5898.2085,5857.7007,5908.9976,5882.8906
576.0218,569.91223,567.40515,571.86395,575.49506,575.5413,570.7852,562.31464,566.3594,569.94617,566.15985,564.9131,573.22156
1211.1886,1218.4723,1196.3091,1212.4784,1211.0349,1220.4923,1214.8503,1200.721,1211.1409,1205.9769,1210.6263,1209.1785,1218.6603
