V1,V2,V3,V4,V5,V6,V7,V8
1307.7986,1315.6991,1238.2374,1246.1448,1200.8029,1213.206,1141.0958,1128.9092
5192.839,5229.2363,4931.8687,4963.4517,4755.204,4791.501,4511.7764,4475.424
2365.4875,2376.8406,2242.5723,2256.5806,2168.6365,2186.115,2059.968,2044.4691
1480.1637,1486.8027,1403.5697,1413.8938,1357.2437,1366.4791,1286.8713,1280.6842
6159.7964,6202.403,5847.281,5894.556,5654.6567,5695.4585,5353.7227,5321.8335
2682.137,2697.8074,2543.8738,2556.7798,2455.1077,2475.5085,2332.4746,2309.9446
1309.8838,1317.7968,1242.5944,1251.957,1203.2073,1212.2559,1139.7014,1132.7896
6617.407,6667.629,6278.8984,6315.3623,6058.9976,6110.362,5748.62,5692.937
8591.091,8666.552,8159.067,8210.426,7879.662,7951.7803,7478.1577,7402.4424
1257.4288,1265.7937,1194.5692,1204.1797,1154.6663,1164.4722,1097.1124,1089.6826
2452.1536,2454.4966,2327.648,2358.8096,2268.2727,2282.3152,2150.455,2158.2085
1826.8906,1841.0366,1739.8234,1758.8223,1689.2708,1701.4429,1597.7024,1588.8015
2432.0867,2422.6904,2307.1753,2358.5264,2275.4338,2286.4343,2150.2156,2183.1196
2779.6316,2770.003,2631.5647,2674.0076,2574.654,2586.8928,2438.838,2462.1262
4195.296,4198.166,3986.4487,4044.6077,3883.6492,3907.425,3682.5564,3699.9438
5436.838,5428.686,5156.424,5244.488,5044.5674,5079.119,4789.5303,4838.714
9321.118,9343.63,8851.89,8979.396,8638.828,8696.034,8176.4473,8203.899
2906.2654,2918.634,2758.6836,2783.189,2672.2095,2695.4822,2541.8174,2532.276
970.97614,973.5754,918.7018,928.6749,890.7835,897.5814,845.0513,846.23846
9559.882,9626.489,9080.717,9146.523,8766.141,8832.214,8312.091,8251.623
4404.898,4417.214,4156.4023,4191.604,4025.1707,4058.101,3817.6858,3815.766
3451.5142,3462.2634,3266.2722,3306.0278,3186.178,3203.5913,3001.8062,2999.8062
4575.52,4590.708,4340.56,4388.9507,4215.8135,4243.6606,3992.9998,3991.526
2653.158,2663.6917,2519.3896,2547.6267,2446.891,2463.0994,2317.4207,2315.8977
1420.7268,1428.279,1348.5845,1359.9633,1304.4275,1313.3981,1236.1461,1230.4674
11964.541,12021.573,11354.249,11452.377,10985.89,11059.513,10410.006,10368.949
15530.479,15586.163,14740.011,14899.896,14301.037,14396.603,13552.436,13540.05
15138.588,15192.343,14368.091,14524.548,13940.865,14033.825,13210.984,13199.729
1491.9015,1496.2323,1416.0682,1430.9352,1375.3574,1384.6287,1304.4263,1303.1901
6098.8984,6152.347,5793.598,5823.034,5578.603,5622.3086,5287.981,5230.4995
4050.618,4084.1165,3846.7258,3866.9995,3704.489,3732.7476,3511.2495,3475.263
1978.8922,2001.2588,1880.1304,1882.5326,1802.4108,1817.1713,1708.187,1678.2676
2938.8098,2978.6943,2793.5269,2786.0752,2649.4163,2662.8906,2497.3647,2438.1096
10907.903,11016.864,10362.967,10384.111,9938.949,10008.8,9408.55,9267.902
29546.732,29514.576,28005.713,28421.389,27318.244,27545.525,26015.613,26189.623
981.5567,991.13477,932.92145,935.8999,895.7967,902.07623,848.03644,836.7225
2099.2412,2111.1785,1993.0688,2009.8953,1926.7716,1940.6508,1826.7687,1817.7902
3389.5112,3432.3545,3223.9897,3217.0977,3073.3953,3092.1228,2904.4092,2844.9043
7411.948,7508.8916,7042.177,7009.661,6695.1577,6734.063,6323.446,6175.643
7557.351,7623.8433,7153.2817,7185.5063,6924.735,6952.3857,6500.081,6405.9155
958.9586,970.0679,911.13666,912.0692,872.50775,879.0719,825.8289,811.4844
6423.824,6476.5527,6103.1997,6138.9824,5881.73,5926.0903,5573.3594,5518.3755
1390.5536,1397.9165,1320.0568,1331.7555,1277.0332,1286.2247,1210.7969,1206.0261
3534.7092,3554.1611,3351.7832,3371.4006,3229.1025,3250.6135,3060.7341,3035.1519
5261.124,5291.905,4991.79,5024.136,4814.185,4847.2256,4563.081,4528.402
7972.573,8033.784,7560.24,7600.087,7292.137,7346.166,6900.867,6817.6646
18767.658,18883.889,17820.586,17960.1,17216.451,17342.053,16320.567,16223.468
2186.106,2211.286,2074.413,2068.1943,1975.9993,1989.4158,1871.1522,1829.3225
1350.9254,1349.0935,1233.3208,1186.7539,1150.7229,1146.0992,1049.2671,1005.8596
6160.835,6236.417,5852.6133,5839.1313,5580.2183,5619.092,5281.9297,5168.19
3812.2405,3849.6848,3620.6978,3631.0127,3479.3352,3506.6492,3295.5813,3251.6782
2009.6135,2031.1401,1908.262,1906.5771,1817.3442,1830.206,1723.428,1689.8619
2047.6637,2066.0198,1944.4587,1950.9927,1868.2542,1881.975,1770.0906,1747.956
5387.198,5449.773,5122.7466,5126.4834,4902.61,4937.04,4639.2397,4557.6484
1617.3378,1626.6028,1535.2957,1547.7112,1483.2048,1493.7241,1406.2563,1398.4642
3280.884,3292.5115,3117.0508,3158.0977,3032.6487,3052.8948,2873.0093,2875.8032
5583.213,5639.2305,5312.7114,5338.424,5106.764,5146.3086,4843.049,4780.2617
2071.9773,2086.3557,1966.6176,1976.2489,1893.0723,1906.2166,1794.5323,1777.3826
2752.366,2771.6106,2614.0098,2631.6023,2521.3691,2539.3616,2389.354,2371.1904
2076.0085,2092.5476,1969.7877,1976.9739,1893.0411,1906.0172,1792.993,1771.7053
5018.882,5070.5605,4767.4917,4771.9824,4561.1084,4592.0684,4317.758,4250.451
3485.953,3510.8376,3310.33,3330.4497,3188.0552,3210.5142,3022.115,2995.866
3026.8894,3054.7693,2875.5708,2886.0098,2763.7551,2785.0881,2619.087,2587.9336
2909.2883,2934.3616,2764.2664,2774.5073,2652.9084,2672.155,2516.373,2485.1943
1265.61,1277.387,1205.235,1218.8098,1165.1904,1175.4568,1105.5565,1099.7145
2139.4548,2165.9465,2031.7269,2025.5432,1928.3884,1942.5239,1828.6027,1786.3992
1381.1007,1379.1788,1313.1976,1327.0837,1259.825,1258.718,1191.1843,1202.0975
3568.885,3590.1375,3388.957,3419.8696,3280.686,3303.6936,3106.728,3091.5134
2884.2195,2896.2769,2736.0312,2762.4517,2650.5735,2669.5652,2513.8745,2508.3223
1256.6735,1256.4542,1194.0258,1214.2986,1164.38,1171.9773,1105.5269,1113.5071
1496.702,1508.9835,1422.5841,1431.3345,1370.8207,1380.9194,1298.7611,1287.3513
2960.605,2980.5642,2809.631,2827.329,2711.5813,2731.327,2569.261,2549.8555
1553.1139,1558.768,1474.0797,1490.1594,1430.2646,1439.8169,1355.3934,1354.2412
9181.114,9256.019,8726.397,8779.497,8408.267,8470.247,7966.3203,7895.685
1283.942,1288.0605,1219.5511,1232.5691,1178.2354,1185.0728,1117.8442,1118.887
5315.0337,5340.3154,5043.095,5087.8745,4883.9077,4918.3213,4628.629,4614.1177
1079.778,1084.9276,1025.0109,1034.4902,992.9104,999.988,941.401,938.51434
958.47766,964.16565,909.99414,916.859,879.3844,885.7908,833.9062,829.0625
1007.3963,1013.3694,956.4375,963.6477,924.26074,930.9939,876.46173,871.366
7133.191,7160.2446,6769.4893,6836.3477,6553.858,6598.0127,6215.756,6210.5693
2970.3718,2980.9011,2817.9336,2854.5378,2744.51,2766.6785,2603.1401,2607.3794
2949.9036,2960.9553,2798.5723,2839.129,2728.7927,2750.6594,2585.322,2592.4011
8846.868,8880.3955,8397.311,8482.611,8144.7573,8200.487,7719.9277,7711.3267
1004.15125,1012.4763,954.85504,961.319,920.8479,928.2096,873.4098,866.3086
2486.3894,2504.4443,2362.5024,2384.4053,2281.28,2298.0466,2162.027,2148.269
957.0444,968.35046,910.45404,914.0664,876.3191,882.98035,829.1101,818.0319
9218.325,9250.489,8747.323,8848.371,8503.415,8562.124,8054.004,8058.4355
5549.8403,5569.1436,5268.391,5329.8813,5117.793,5152.573,4848.3516,4850.5767
8335.336,8391.543,7917.208,7978.012,7647.289,7700.2993,7241.785,7193.739
6661.9116,6688.4106,6324.394,6393.717,6137.096,6179.4062,5814.8057,5810.6606
10783.123,10859.371,10239.648,10302.17,9873.5625,9944.79,9358.765,9279.937
5253.3906,5270.518,4985.9365,5043.792,4843.992,4876.3696,4588.8945,4592.918
15543.559,15499.997,14717.636,14904.599,14342.394,14417.42,13606.715,13657.302
10607.739,10617.518,10097.713,10277.815,9901.335,9970.787,9390.439,9447.182
10291.944,10345.345,9776.397,9875.459,9472.562,9544.6455,8985.709,8959.788
9298.265,9324.474,8813.103,8927.033,8612.016,8673.275,8144.1694,8165.8896
16705.865,16738.314,15854.228,16059.188,15415.914,15521.819,14623.066,14657.427
3597.4795,3600.2625,3406.5007,3434.7212,3303.6238,3323.3337,3133.492,3120.8232
4828.588,4786.334,4568.1772,4663.3486,4472.7446,4483.945,4236.9014,4307.642
5286.88,5291.499,5023.96,5066.454,4846.672,4868.5283,4603.506,4589.0796
3767.8557,3729.4182,3541.856,3583.7808,3460.5608,3465.24,3272.0916,3298.2998
5352.535,5444.339,5094.106,5058.8906,4806.725,4842.256,4552.9697,4409.959
1635.3341,1651.2097,1557.9941,1557.8396,1482.8591,1492.0463,1408.7626,1380.7109
2106.7776,2111.0203,1998.6519,2003.9595,1917.2443,1932.7083,1832.8956,1818.6034
6802.487,6872.2275,6476.4106,6516.8276,6239.852,6305.7773,5935.5195,5873.635
983.87115,982.98975,944.1212,954.28076,900.0303,904.71814,866.45056,871.63556
2288.192,2294.7922,2164.9272,2184.555,2105.9324,2129.5833,2006.8479,2000.4514
1049.9443,1045.0833,990.40784,1005.2909,969.53845,973.313,916.28564,923.6969
6148.197,6043.2666,5699.3813,5726.6216,5587.361,5582.0625,5257.3545,5246.096
1259.929,1255.7395,1184.0905,1190.603,1154.8652,1160.9066,1091.8448,1084.5247
1075.56,1081.9315,1021.2375,1029.4635,987.11084,994.1979,935.797,930.7976
1081.4989,1087.9255,1026.898,1035.1694,992.5303,999.67474,940.968,935.9618
1050.1217,1055.1105,996.84625,1005.29,964.2054,970.7087,914.1791,910.41846
1085.5941,1092.3037,1030.9972,1039.2185,996.3521,1003.6876,944.8209,939.3934
1090.4127,1096.6544,1035.4211,1044.0973,1001.3395,1008.6623,949.54443,944.9054
1090.2286,1096.3777,1035.2812,1043.9331,1001.1128,1008.3868,949.401,944.7686
1069.3456,1075.9062,1015.6075,1023.80743,981.635,988.8273,930.7775,925.5376
1096.7384,1102.824,1041.744,1051.061,1007.6914,1015.0061,955.6706,951.61755
1101.2915,1107.6025,1046.048,1055.7922,1012.825,1020.37976,960.32446,956.82825
1099.247,1105.4629,1043.5602,1052.4231,1009.36664,1016.1873,956.17664,951.7999
1110.0095,1114.7783,1053.5509,1063.4531,1019.49036,1026.2264,966.42834,963.70355
1071.1106,1077.7661,1017.1174,1024.9009,982.669,989.8398,931.73584,926.1233
1061.3422,1068.2454,1007.89496,1015.7512,974.0218,981.28656,923.4379,917.78143
1060.4442,1066.8805,1006.9575,1015.07623,973.3904,980.42145,922.72516,917.7076
1087.1102,1093.6714,1032.2821,1040.5557,997.7247,1005.0328,946.07153,940.8626
1090.6317,1096.5559,1035.6891,1044.5077,1001.25397,1008.4746,949.69385,945.4307
1082.7557,1089.0724,1028.2177,1036.9977,994.2465,1001.34344,942.5073,937.96185
1057.2659,1063.7933,1004.04645,1012.3891,970.7427,977.8613,920.249,915.4409
1074.0908,1080.6846,1020.25006,1028.7527,986.29987,993.71204,935.50305,930.6647
1142.2277,1148.3652,1084.9122,1094.8208,1049.8152,1057.5964,995.89136,992.0751
1082.724,1088.9457,1028.2211,1036.6619,993.7333,1001.0191,942.60876,937.7332
1087.3866,1093.8433,1032.2914,1040.4559,997.97546,1005.0991,945.896,940.6678
1092.4701,1098.6783,1037.0287,1045.8175,1003.3051,1010.1424,950.3939,946.08685
1091.4847,1098.152,1036.1996,1044.2708,1001.51337,1008.73816,949.3091,943.752
1047.9465,1055.0072,995.02277,1002.09326,960.8132,967.82477,910.68115,904.34753
1082.8932,1089.0774,1028.1702,1036.6682,994.09125,1001.20276,942.452,937.76794
1093.9955,1100.2017,1038.768,1047.4287,1004.3013,1011.518,952.24554,947.6374
1072.6221,1078.5747,1018.4009,1026.7739,984.69214,991.68677,933.61945,928.9873
1095.2029,1102.1881,1040.8434,1049.826,1006.43964,1014.05054,954.6086,949.67413
1120.963,1127.5249,1064.3025,1073.5576,1029.4828,1036.7886,975.56946,971.17804
1096.4613,1103.0948,1040.9484,1049.5388,1006.5355,1013.6023,953.6316,948.79224
1091.7628,1098.3329,1036.4305,1044.9843,1002.1855,1009.17834,949.42896,944.6604
1114.3451,1121.6199,1058.2872,1066.5356,1022.8322,1030.314,969.4901,963.6776
1061.345,1068.2572,1007.6472,1015.1514,973.3467,980.2594,922.26306,916.389
1056.453,1063.3899,1002.97906,1010.38135,968.76843,975.62787,917.8706,911.9482
1052.347,1059.2246,999.0853,1006.4912,964.99963,971.79083,914.2644,908.45166
1202.6954,1208.7073,1141.8527,1153.458,1106.626,1114.3677,1048.5789,1046.2815
1542.7168,1555.1633,1466.1068,1475.2964,1413.0936,1422.7302,1337.8467,1327.8025
1485.8984,1491.9985,1408.5637,1420.7235,1360.9773,1369.373,1289.2959,1284.8885
1411.6752,1407.2144,1332.7344,1350.5547,1295.627,1301.7764,1227.7021,1235.3793
1488.8597,1495.6511,1411.9445,1424.6482,1367.4451,1376.5139,1295.0536,1291.0806
2111.244,2114.9246,2000.9464,2023.962,1941.4147,1953.5366,1840.6915,1842.5778
946.0891,934.73364,901.1526,936.10095,894.9109,899.5831,852.5957,883.62665
4017.6118,3935.388,3767.095,3842.645,3690.5483,3675.4626,3479.8833,3562.2034
1604.5092,1632.774,1530.5299,1513.1963,1462.9683,1481.259,1398.2557,1359.3064
15885.123,15880.974,15048.627,15271.127,14690.524,14780.481,13913.99,13991.86
10916.69,11238.796,10362.672,10243.783,10025.833,10153.981,9390.535,8968.979
10395.077,10695.543,9745.987,9932.873,9900.129,9913.743,8866.09,8896.901
2515.6536,2638.4983,2553.8386,2564.5579,2330.3152,2358.631,2287.169,2243.097
5188.957,4994.2,4769.1606,4937.3354,4867.8564,4818.7925,4501.477,4739.738
1061.9598,1029.0999,970.46173,938.36115,934.3675,950.95056,923.1371,882.6758
8987.7,8891.319,8515.032,8781.975,8590.84,8642.938,8117.4526,8387.538
12551.685,12633.038,12001.329,12188.67,11609.667,11709.565,11052.441,11101.189
6188.255,6232.977,5910.1685,6005.7407,5715.307,5741.533,5396.5977,5430.0474
6961.1855,7318.1436,6741.7607,6611.715,6296.8706,6419.1094,5965.4453,5563.2417
9547.761,9597.468,9065.15,9149.355,8780.272,8842.454,8320.308,8290.177
1513.3789,1554.0011,1408.012,1343.5111,1348.2285,1354.7686,1215.9717,1138.6246
9581.572,9634.853,9096.825,9183.923,8810.503,8873.282,8346.678,8319.519
13626.022,13567.761,12972.384,13314.459,12764.963,12829.697,12106.168,12348.144
3043.1973,3021.553,2886.1177,2956.917,2843.7195,2858.6074,2698.8508,2756.1338
10924.278,10929.298,10457.921,10618.581,10186.687,10286.325,9764.645,9857.669
8600.026,8646.169,8170.6206,8248.636,7933.6016,7990.9487,7513.0557,7493.894
10281.528,10342.856,9758.888,9838.785,9471.932,9535.396,8955.746,8920.109
14023.454,13991.952,13300.8955,13602.684,13117.652,13198.191,12404.316,12594.115
25251.818,25114.125,23949.102,24577.889,23742.87,23859.918,22435.066,22982.123
20560.256,20423.564,19494.97,19989.354,19237.12,19341.87,18239.424,18623.83
14038.372,14007.102,13314.739,13615.775,13130.151,13210.612,12416.049,12604.767
4228.55,4231.1514,4010.1733,4084.2002,3960.8943,3997.4656,3754.5925,3782.149
9577.306,9626.975,9086.569,9176.633,8812.261,8871.462,8338.816,8315.252
10038.091,10075.177,9532.263,9657.122,9264.27,9323.925,8772.533,8785.184
7066.8623,7063.452,6686.516,6757.21,6490.2925,6529.467,6155.9272,6158.6406
9950.116,9967.23,9421.626,9529.862,9180.347,9228.681,8679.35,8674.666
11079.259,11081.427,10505.94,10609.635,10147.1455,10219.892,9663.264,9655.192
5465.4365,5444.848,5106.7305,5090.886,4952.155,4964.0684,4657.8545,4608.4136
6792.614,6745.7373,6385.058,6505.796,6374.3535,6408.341,6002.007,6086.6265
11228.048,11229.243,10676.779,10944.809,10586.734,10677.942,10036.615,10199.7705
2193.4968,2202.1423,2075.051,2093.867,2009.4336,2022.201,1899.811,1892.4093
9529.069,9577.912,9040.157,9121.492,8750.551,8812.26,8290.56,8260.279
9874.308,9903.8955,9351.741,9445.393,9088.956,9147.548,8602.077,8591.617
7072.1816,7147.1567,6699.014,6708.7456,6473.9863,6501.1245,6067.5986,5952.193
1414.7087,1444.186,1340.8982,1332.5208,1287.487,1292.8735,1198.8291,1154.341
8487.792,8592.011,8040.758,8042.036,7762.123,7794.6675,7267.254,7107.312
8361.069,8425.678,7943.891,7974.0205,7619.7656,7665.592,7217.256,7134.899
6283.497,6254.701,5958.391,6056.842,5797.702,5823.038,5507.0557,5564.5454
5020.25,5040.036,4760.4253,4804.854,4645.6685,4687.691,4406.93,4375.6084
2500.952,2512.325,2381.776,2429.7266,2337.1777,2363.3723,2222.456,2239.317
591.57855,537.3429,511.3183,466.36963,456.2201,426.5733,402.93134,428.97754
1908.2563,1763.8394,1662.5411,1548.8788,1521.9369,1443.2639,1361.88,1390.894
3463.7605,3482.7966,3291.1934,3320.0957,3196.3762,3222.118,3032.7131,3021.1648
12073.386,12181.948,11496.112,11592.744,11114.462,11208.463,10530.375,10460.906
4938.943,5030.497,4750.2275,4737.773,4446.646,4521.9185,4303.7285,4216.57
765.535,788.75024,737.71405,735.17957,699.71313,709.5773,665.0444,644.39264
23160.342,23035.447,21948.223,22277.488,21527.787,21697.85,20545.865,20740.043
9867.809,9901.062,9354.255,9452.707,9091.137,9158.629,8618.179,8608.821
1288.6075,1295.0504,1223.1155,1233.2773,1181.7451,1192.6794,1125.1077,1119.4126
11972.643,12052.099,11410.978,11404.451,11072.796,11188.575,10559.746,10444.621
10051.21,10150.192,9563.88,9624.58,9205.54,9287.485,8733.445,8622.252
3500.4668,3493.2126,3312.846,3368.03,3245.9397,3264.2087,3072.0938,3099.405
1097.81,1098.846,1041.6573,1055.7762,1012.52295,1019.21155,961.23157,965.4355
9871.888,9911.361,9365.351,9467.6,9095.478,9160.761,8618.156,8607.248
7377.895,7428.29,7002.1104,7036.3975,6747.3813,6791.461,6390.082,6333.2715
5847.277,5817.478,5530.262,5608.5713,5377.9165,5407.883,5116.5557,5153.7407
4316.991,4301.867,4086.457,4139.764,3979.032,4000.3425,3779.3462,3804.443
3850.0227,3852.6663,3652.8252,3688.3071,3540.445,3560.9622,3362.1047,3362.587
3086.4426,3104.2673,2927.3125,2946.2466,2824.9163,2845.3052,2678.664,2661.0334
1865.6702,1863.7815,1773.09,1817.398,1752.9136,1762.9979,1654.4958,1681.7302
8817.778,8822.196,8317.784,8381.09,8108.9604,8137.904,7637.0728,7603.604
13116.942,13003.853,12430.586,12732.374,12212.046,12296.834,11650.098,11885.716
5578.2314,5585.461,5299.5996,5382.891,5170.0117,5206.0186,4905.7007,4944.3525
1978.8967,1976.7756,1875.2687,1900.7455,1828.1348,1838.7712,1733.5966,1743.2588
1794.3173,1798.1188,1704.8345,1726.5559,1656.9736,1667.5951,1571.8828,1576.1299
2543.409,2541.4949,2409.6548,2451.0098,2364.4114,2379.015,2234.681,2252.482
1593.4056,1604.4298,1515.7533,1541.3625,1476.5502,1487.1914,1396.2831,1397.394
3827.161,3871.6213,3638.4133,3670.18,3492.6455,3520.2542,3307.391,3262.3362
10240.144,10193.019,9661.554,9771.189,9330.823,9376.776,8876.739,8897.888
7146.2812,7185.879,6782.531,6813.6416,6517.52,6566.1997,6197.54,6132.7446
2892.6104,2868.3533,2727.8394,2779.8909,2698.6206,2714.7468,2558.5635,2591.9526
6516.517,6565.4565,6180.4214,6209.3223,5953.6665,5999.842,5644.3896,5590.714
6431.7466,6452.8325,6103.0737,6173.051,5931.6675,5974.246,5624.246,5625.8403
1907.45,1911.2842,1810.3519,1831.2202,1756.2609,1766.8394,1665.3068,1667.9335
8814.639,8946.989,8366.325,8359.84,8062.3696,8105.2627,7553.214,7370.399
2802.7507,2798.4053,2655.8245,2699.4277,2588.4314,2607.61,2463.0063,2481.462
10265.984,10238.46,9748.826,9932.891,9518.2,9584.044,9057.791,9152.416
8557.891,8466.8,8057.182,8196.778,7844.0513,7879.412,7470.2153,7566.2256
13958.34,13783.624,13146.452,13346.458,12769.113,12830.752,12220.982,12408.08
8491.782,8595.884,8044.5117,8045.9434,7765.887,7798.423,7270.8145,7111.0728
8286.907,8339.733,7828.5396,7787.9766,7483.511,7574.171,7164.389,7020.0444
23372.03,23537.58,22279.06,22519.072,21551.79,21725.457,20473.67,20429.865
6192.672,6185.2065,5870.447,5957.0522,5690.8276,5717.925,5399.6807,5438.027
7295.6606,7375.6016,6959.96,7049.962,6737.7173,6801.8438,6388.1074,6375.671
2927.6287,2922.9177,2772.731,2819.04,2704.965,2711.3162,2549.8374,2574.1128
1211.6576,1205.8196,1148.2057,1180.7723,1129.881,1131.2152,1059.8384,1088.0508
7053.3984,7109.6533,6724.606,6814.8247,6533.6743,6566.359,6158.3076,6163.5767
7295.24,7271.3154,6920.4883,7089.502,6804.9834,6840.426,6435.21,6563.32
6900.0146,6918.9297,6594.7886,6711.528,6455.4517,6521.812,6174.329,6190.812
2102.8298,2094.9143,1997.0049,2050.2441,1958.7424,1963.7183,1846.58,1889.6605
850.0938,848.5859,803.9996,819.5901,785.4844,790.2733,743.4663,754.4151
7288.5283,7231.5635,6895.0273,7025.8896,6784.4097,6828.8486,6456.9395,6545.5684
13126.94,13112.796,12475.742,12639.955,12160.901,12251.726,11590.127,11570.418
11319.538,11364.413,10739.939,10855.038,10427.182,10499.003,9877.412,9869.512
8786.821,8861.611,8403.76,8489.698,8128.6997,8173.871,7685.729,7625.3364
7410.5664,7408.7896,7039.809,7174.078,6891.406,6927.0615,6519.2627,6585.272
1857.2058,1863.4697,1766.2697,1792.1189,1717.6934,1727.9929,1626.689,1632.2192
4428.3193,4438.9927,4190.646,4231.744,4067.141,4086.9185,3841.311,3834.9646
6896.932,6891.0435,6510.409,6549.474,6299.3003,6317.885,5951.4272,5927.8833
4170.441,4157.4707,3946.8054,3957.5315,3763.0774,3763.741,3571.1191,3558.9766
2953.09,2957.921,2793.166,2810.2825,2697.9832,2710.514,2553.7244,2539.7324
4170.966,4161.9673,3930.3716,3937.4233,3786.7637,3799.0693,3587.642,3554.9268
7173.7153,7149.2437,6806.8774,6856.6133,6526.2065,6520.684,6182.9683,6197.2935
3447.1763,3452.6982,3259.6875,3267.746,3131.6936,3145.4265,2968.9795,2940.0815
4706.653,4623.6797,4409.6655,4447.6963,4290.4224,4272.01,4051.3252,4088.5698
1756.1544,1739.1765,1662.3695,1693.0061,1617.23,1612.8937,1525.6316,1555.152
1426.1425,1430.1345,1347.1925,1351.9131,1300.4143,1308.5728,1232.3159,1219.4403
3590.8088,3540.943,3347.735,3372.8845,3276.143,3266.4841,3072.9849,3083.6638
8221.153,8219.422,7735.559,7743.3296,7478.0796,7538.633,7110.828,7014.8677
8911.102,8886.419,8387.442,8429.238,8139.425,8175.6997,7702.8467,7657.897
