V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
2977.9956,2946.185,2966.9822,2979.026,3009.4622,3011.1768,3026.2927,2991.4634,3025.1755,3062.888,3018.5815,3027.4238,2982.3257
2351.3027,2096.3413,2197.0066,2269.5557,2304.3867,2196.1956,2243.531,2359.09,2127.819,2235.6536,2099.0935,2156.7378,2297.5635
3429.6821,3375.0657,3685.878,3587.1934,3434.2825,3421.1763,3421.1414,3598.4614,3231.822,3370.4338,3301.6138,3537.9553,3616.624
674.74506,654.2693,655.147,663.1931,671.9729,655.66724,665.7395,670.4815,650.3949,642.9055,644.83215,649.34546,661.7143
3740.9229,3847.3015,3743.1912,3640.4565,3881.5808,3764.8225,3833.6316,3740.9766,3876.962,3779.8562,3890.9702,3794.8186,3685.935
778.9565,725.1868,784.8904,780.4936,743.3083,766.71985,730.82855,741.2647,760.1637,773.2614,717.0883,801.2714,752.54803
3979.5015,3819.335,3897.8474,3884.341,3951.2483,3880.564,3964.0024,3954.5896,3945.5457,3943.7659,3885.193,3853.2239,3963.4236
1526.2222,1531.5857,1511.1244,1517.0392,1568.6136,1566.0021,1512.2539,1452.8578,1485.8169,1481.5848,1487.8557,1490.1277,1527.4812
1124.3973,1119.0275,1130.0232,1127.8851,1130.8995,1138.1273,1096.5458,1097.5607,1104.6888,1104.5837,1085.4834,1119.1516,1115.157
1135.0634,1122.92,1117.6989,1153.2056,1148.8683,1167.745,1097.0485,1106.3323,1071.5967,1099.6329,1100.4136,1108.2,1151.029
15987.909,16178.533,16352.309,16175.178,15965.205,16030.603,15908.761,15935.188,16125.58,16348.646,16050.574,16677.635,15615.644
2905.1611,2904.0342,2877.0308,2911.4912,2918.0552,2911.7722,2906.5935,2893.819,2906.2346,2891.8887,2893.8606,2898.533,2895.8901
3192.1409,3188.3965,3155.5146,3194.5796,3210.5515,3205.782,3198.9988,3178.4285,3187.7554,3174.6233,3185.9146,3180.832,3185.0542
5723.6675,5725.67,5684.331,5739.547,5731.709,5731.241,5731.9897,5727.8525,5757.4727,5729.8296,5725.3003,5728.155,5704.118
5718.1255,5720.372,5679.0586,5734.3203,5726.071,5726.1123,5726.5264,5722.068,5752.2285,5724.3228,5720.1016,5723.0073,5698.651
6278.618,6271.9844,6217.6533,6286.89,6291.679,6295.0156,6298.682,6279.5767,6300.413,6275.562,6289.9106,6271.9517,6261.2266
6290.8247,6283.563,6229.213,6298.356,6304.076,6306.2744,6310.708,6292.2974,6311.9106,6287.6665,6301.307,6283.229,6273.2407
6284.7207,6277.777,6223.4326,6292.6226,6297.8765,6300.645,6304.695,6285.937,6306.162,6281.615,6295.608,6277.5913,6267.234
5712.5874,5715.0737,5673.789,5729.094,5720.433,5720.9844,5721.0645,5716.2817,5746.9873,5718.817,5714.903,5717.86,5693.184
2982.8525,2982.6943,2945.583,2994.77,2995.4502,2993.9404,2982.2744,2969.5684,2977.6628,2965.7983,2978.4329,2973.0916,2979.7124
3324.3562,3337.8757,3314.566,3345.608,3341.9458,3333.4512,3344.2688,3339.021,3341.0718,3339.8357,3343.7092,3342.521,3317.5623
2981.6887,2981.5361,2944.5647,2993.6445,2994.2327,2992.7642,2981.1409,2968.4822,2976.51,2964.645,2977.2336,2971.9502,2978.6492
3023.3313,3048.8894,3003.663,3040.4668,3041.6646,3029.3384,3043.3015,3030.4534,3050.49,3030.763,3037.303,3035.2979,3018.4084
3326.5557,3329.744,3288.3577,3344.1453,3341.6765,3341.8967,3328.6326,3312.0032,3322.429,3312.2153,3323.342,3319.542,3326.2654
3327.8525,3331.0361,3289.4922,3345.4014,3343.0361,3343.2095,3329.898,3313.215,3323.714,3313.5022,3324.6794,3320.8147,3327.4517
6704.557,6754.896,6693.0264,6729.544,6755.507,6736.554,6766.545,6726.7085,6773.6816,6730.133,6755.773,6742.554,6707.884
7370.098,7396.6084,7332.543,7376.5513,7420.1445,7413.348,7431.4585,7376.0684,7421.4023,7384.6113,7421.2173,7391.678,7370.1675
1703.8524,1719.7487,1714.0093,1722.0048,1694.2542,1686.568,1717.9562,1715.0225,1749.9946,1730.9867,1715.0072,1728.6477,1692.9646
2562.6924,2559.343,2539.568,2569.3052,2569.9822,2571.5576,2569.2095,2558.8372,2564.6145,2558.1028,2562.3994,2560.6453,2561.2756
4700.312,4612.0664,4661.0225,4678.6245,4643.4443,4672.698,4648.3633,4664.9775,4658.7295,4702.5693,4636.5127,4687.812,4641.351
2284.0486,2299.4294,2286.6826,2310.809,2255.1614,2243.6213,2276.3376,2346.7544,2366.7366,2301.365,2277.941,2289.2344,2264.9602
2376.4282,2408.622,2370.2917,2394.6733,2384.2126,2391.2642,2413.9624,2411.5813,2427.8088,2414.1743,2435.5452,2397.4365,2383.9963
3854.6257,3832.0496,3810.2046,3824.6606,3884.8416,3893.2598,3863.0002,3818.5576,3818.8057,3822.2126,3857.0916,3825.7444,3857.74
2073.3364,2139.6204,2094.5388,2094.0972,2086.8894,2113.201,2027.7239,2080.6213,2192.7405,2116.8635,2074.0168,2130.0,2125.2156
9099.567,9114.761,9040.029,9111.136,9136.339,9142.69,9142.255,9089.783,9169.163,9112.61,9128.98,9111.671,9081.568
10291.481,10463.992,10306.184,10366.5625,10387.489,10378.292,10487.606,10332.522,10518.321,10383.424,10480.104,10438.728,10331.564
7154.5923,7143.2188,7096.282,7167.4463,7152.5005,7185.5596,7146.6343,7142.1973,7186.331,7152.085,7149.647,7156.942,7141.2744
6118.7734,6126.5645,6081.259,6137.8467,6125.538,6153.7637,6147.0947,6119.271,6162.7275,6124.0186,6142.861,6140.9766,6121.801
13419.468,13361.924,13398.171,13498.814,13293.05,13331.206,13361.405,13434.079,13458.588,13446.731,13333.519,13538.813,13331.918
18837.549,18759.16,18783.824,18937.56,18691.719,18744.89,18767.014,18846.828,18881.393,18855.447,18726.545,18970.678,18726.652
7373.554,7394.6865,7309.4375,7384.4287,7420.8535,7412.517,7412.976,7376.038,7431.6167,7381.0483,7405.0825,7364.0796,7362.1216
13126.202,13147.775,13066.078,13171.577,13128.629,13150.444,13164.163,13178.701,13237.244,13156.894,13178.243,13155.64,13123.485
7191.8154,7198.1465,7124.9395,7194.882,7232.1016,7237.337,7204.486,7143.288,7197.3193,7170.626,7183.3706,7188.6064,7181.4243
7185.8545,7199.0947,7126.4688,7194.1255,7234.5444,7232.8467,7207.571,7144.0425,7197.294,7169.054,7183.5405,7186.7944,7180.6665
2663.651,2665.6338,2639.8916,2668.0283,2673.9143,2674.2378,2669.4343,2656.0022,2670.5032,2661.12,2664.4648,2662.2866,2658.7073
2173.0142,2157.0044,2137.9465,2174.602,2189.3435,2177.8774,2165.409,2139.239,2106.4417,2130.7798,2143.8315,2149.4053,2173.5457
2172.987,2156.9675,2137.912,2174.5447,2189.3127,2177.8423,2165.3826,2139.1753,2106.441,2130.7432,2143.756,2149.3767,2173.5105
2173.0142,2157.0044,2137.9465,2174.602,2189.3435,2177.8774,2165.409,2139.239,2106.4417,2130.7798,2143.8315,2149.4053,2173.5457
3531.0698,3378.5752,3554.8337,3554.3672,3349.6208,3417.817,3405.1086,3550.1663,3525.8025,3499.5127,3399.5706,3535.6113,3469.6638
24811.86,24811.844,24629.258,24890.178,24862.963,24883.55,24973.734,24869.83,24964.535,24937.55,24977.4,24835.506,24763.91
853.45404,835.7785,817.77466,839.45624,862.814,872.8445,857.0744,829.1874,821.5664,836.9925,837.8652,831.5605,849.82294
3527.3577,3457.8406,3472.8,3534.9268,3477.4514,3548.6575,3516.9827,3491.5369,3568.5374,3573.5298,3505.116,3560.473,3510.4958
3494.769,3460.2932,3451.8665,3490.7893,3501.568,3534.7542,3510.5164,3478.8245,3565.4163,3507.1885,3505.316,3499.1611,3458.9236
1103.478,1058.8541,1041.9652,1084.1531,1092.2465,1059.9019,1037.8777,1044.7358,1029.6753,1006.6318,960.9945,1041.9446,1060.1046
1117.5162,1057.776,1068.3566,1093.1254,1095.0754,1075.5331,1040.2627,1069.2367,1041.4171,1042.4299,978.8111,1050.3976,1075.6951
24814.328,24853.023,24631.404,24875.158,24928.324,24954.36,24939.174,24842.773,24992.346,24896.219,24998.33,24824.408,24782.168
4479.3257,4483.2617,4443.485,4488.1753,4496.805,4497.6567,4491.9287,4471.9375,4497.57,4477.9478,4485.879,4479.9517,4471.248
5615.7896,5659.516,5616.9077,5645.0195,5608.6553,5628.5557,5654.1445,5675.951,5762.4033,5692.9985,5685.2056,5670.9927,5601.626
5631.7026,5672.785,5626.1836,5655.1245,5624.0586,5643.999,5672.9604,5689.1045,5785.507,5710.967,5704.1743,5685.259,5612.9453
17190.61,17202.068,17093.562,17238.08,17184.756,17217.727,17269.97,17274.94,17358.922,17276.223,17315.508,17233.535,17153.201
17218.111,17221.078,17117.678,17261.371,17204.281,17243.54,17292.283,17296.658,17380.982,17298.412,17335.773,17258.588,17177.584
1100.3684,1101.1301,1092.0641,1101.831,1104.5192,1105.2579,1103.8069,1099.0046,1106.2014,1101.1442,1102.3533,1100.688,1097.9857
12026.751,12045.164,11949.079,12055.473,12067.961,12068.45,12060.778,12034.918,12105.349,12054.18,12081.231,12049.29,11999.982
1250.8734,1254.7596,1237.7578,1251.5575,1259.1633,1259.0818,1259.9733,1250.4651,1255.6786,1252.9794,1255.6942,1251.1877,1248.8945
1881.6057,1891.2896,1876.86,1886.7156,1891.3687,1892.3788,1895.847,1882.4457,1899.1958,1892.1671,1891.5125,1893.3993,1883.1187
20066.387,20167.287,20006.645,20118.732,20172.598,20183.025,20217.918,20074.465,20247.285,20174.33,20170.938,20185.635,20079.85
24711.232,24813.773,24407.664,24617.912,25000.338,24932.992,24839.717,24597.553,24789.96,24657.857,24788.46,24572.275,24646.479
1734.6172,1737.0817,1723.589,1739.2559,1739.1544,1740.2101,1739.9305,1736.1149,1746.4908,1739.3126,1741.5581,1737.5924,1730.554
1779.4918,1777.9174,1767.1082,1784.8627,1783.2712,1782.4056,1782.6696,1770.0754,1781.2374,1775.1102,1768.8462,1779.1238,1771.5466
1484.5148,1483.6417,1482.1232,1490.07,1483.5365,1481.622,1484.0062,1481.8752,1494.2643,1485.4192,1473.8336,1487.2854,1474.8462
11388.946,11406.684,11298.562,11409.929,11436.163,11428.327,11419.86,11387.302,11453.807,11394.915,11422.53,11387.351,11359.768
508.4306,516.57574,505.4583,509.40778,515.576,513.89606,515.60236,506.90247,511.1615,508.76227,511.47546,511.3668,511.6074
642.4449,651.1991,639.0134,643.6295,649.8153,648.3191,650.0566,641.688,646.64496,643.3251,646.0239,645.7088,645.2442
16259.636,16229.51,16061.73,16257.184,16334.178,16342.157,16310.526,16181.636,16233.891,16192.069,16261.969,16205.831,16241.191
11520.272,11542.781,11415.981,11543.892,11581.371,11562.244,11558.748,11510.977,11587.712,11519.6045,11562.444,11513.282,11502.106
9763.143,9783.302,9691.805,9784.1455,9802.402,9793.761,9788.388,9768.904,9830.209,9775.538,9795.796,9766.524,9735.387
15703.971,15752.297,15629.149,15781.529,15738.884,15732.718,15753.18,15731.032,15826.729,15750.062,15773.873,15768.152,15686.845
4104.0522,4131.463,4078.0256,4113.9277,4133.7217,4126.0894,4109.0044,4102.644,4143.033,4118.989,4149.0723,4110.537,4091.936
1111.6053,1110.3989,1098.0323,1111.4349,1119.6824,1119.0374,1114.2736,1105.0059,1108.7223,1106.2859,1112.769,1107.7025,1109.7286
9190.293,9202.879,9131.848,9214.246,9217.172,9224.105,9217.5625,9187.77,9247.879,9203.287,9216.276,9204.606,9174.834
2159.355,2161.9553,2144.658,2164.6013,2165.686,2166.7617,2165.7566,2159.6167,2172.3206,2163.4602,2166.537,2162.1323,2154.4597
23603.832,23645.703,23469.73,23665.975,23660.242,23674.637,23674.215,23607.37,23780.947,23662.312,23676.207,23665.893,23544.596
16152.385,16184.442,16035.949,16181.224,16219.765,16218.823,16208.942,16148.433,16253.997,16175.884,16210.223,16165.209,16118.93
14390.495,14421.227,14285.753,14415.217,14453.926,14451.259,14440.788,14386.039,14481.342,14411.548,14443.58,14401.123,14359.843
7162.5996,7170.528,7123.2563,7176.846,7175.4116,7183.1533,7182.048,7164.129,7223.423,7183.5522,7183.729,7182.947,7141.052
1086.4943,1087.2266,1078.2667,1087.9185,1090.6415,1091.3381,1089.9045,1085.0988,1092.1638,1087.1813,1088.3872,1086.7643,1084.1597
9494.136,9513.055,9435.861,9517.09,9525.684,9524.577,9524.407,9504.259,9564.262,9518.636,9540.385,9515.169,9474.217
765.0727,768.9232,761.5198,766.0521,772.6284,774.8949,768.7314,762.9366,766.6584,762.54095,767.455,766.3041,768.3566
10531.702,10544.755,10498.184,10562.563,10552.453,10569.544,10591.692,10551.821,10621.18,10593.289,10596.049,10586.606,10525.789
11296.685,11313.656,11259.825,11328.695,11325.003,11344.467,11360.441,11314.782,11387.891,11355.834,11363.637,11353.04,11294.112
15017.238,15059.512,14813.167,14950.083,15192.944,15113.167,15038.567,14994.928,15089.285,14972.885,15069.632,14885.664,14936.629
6987.133,7001.96,6951.252,7011.6787,6995.505,7005.481,7012.6045,7006.912,7049.7705,7013.206,7023.7847,7009.201,6975.95
1733.7196,1736.1847,1722.7048,1738.3645,1738.2401,1739.3044,1739.0104,1735.2183,1745.5969,1738.4266,1740.6495,1736.7043,1729.6448
1014.1593,1016.52313,1008.26587,1019.7852,1017.7948,1016.0332,1019.4478,1011.17755,1016.7098,1014.7225,1011.145,1016.20154,1010.4507
759.0252,761.8072,762.03723,764.23627,758.26105,755.6199,760.89496,762.36615,769.0795,764.6611,755.8182,763.758,753.57336
10375.961,10393.793,10297.7,10397.189,10415.755,10408.597,10403.28,10380.001,10442.872,10386.989,10410.287,10379.009,10348.197
363.98688,366.74567,363.9092,364.12268,366.83975,367.61755,366.1544,364.48343,366.88583,362.7545,364.85925,365.37976,367.35294
470.36935,473.5882,470.0247,470.7807,473.38562,474.56232,472.79297,471.2527,474.60925,469.67435,471.60858,472.17813,473.4982
8858.726,8866.235,8777.935,8876.031,8892.357,8903.967,8890.71,8855.692,8890.411,8858.248,8893.352,8857.143,8850.928
10954.901,10971.781,10863.759,10979.402,11005.541,10995.958,10995.722,10950.29,11022.866,10967.3,11002.84,10957.679,10933.846
9490.139,9507.117,9419.836,9509.603,9526.46,9518.151,9514.19,9494.448,9553.844,9501.136,9520.892,9493.273,9463.048
10775.427,10789.09,10719.893,10821.543,10780.946,10776.51,10794.464,10800.167,10857.082,10794.018,10823.349,10807.981,10751.922
3612.7302,3640.6182,3591.5327,3622.706,3641.7375,3635.416,3617.848,3611.3818,3647.49,3626.1577,3653.1218,3619.2544,3599.6343
1091.454,1090.1543,1078.2338,1090.8949,1099.4025,1098.5547,1094.2557,1085.0852,1088.5673,1086.2338,1092.7703,1087.4368,1089.4211
8181.371,8190.756,8127.7188,8202.73,8204.627,8209.616,8204.204,8177.3423,8229.336,8189.2925,8200.051,8192.001,8166.7456
2158.0657,2160.667,2143.3845,2163.3176,2164.3787,2165.463,2164.444,2158.3289,2171.0342,2162.183,2165.2368,2160.8523,2153.16
22369.553,22410.023,22242.758,22428.379,22430.576,22440.305,22434.861,22361.922,22527.793,22415.713,22427.623,22425.592,22314.182
13855.77,13876.602,13757.266,13882.076,13906.009,13903.851,13895.623,13859.117,13945.711,13875.12,13904.293,13865.19,13821.936
12097.974,12117.52,12011.207,12120.221,12144.283,12140.44,12131.626,12100.902,12177.214,12114.948,12141.844,12105.269,12066.994
6069.969,6076.402,6037.0205,6081.2085,6087.87,6090.881,6084.7056,6060.262,6112.7915,6079.155,6077.405,6084.566,6051.8228
6102.091,6117.657,6077.822,6128.9517,6097.0933,6109.283,6127.284,6158.608,6187.4736,6148.7134,6146.093,6120.646,6095.123
7023.597,7033.363,6977.8037,7039.815,7046.259,7045.3525,7044.4873,7026.134,7071.1113,7037.19,7051.0776,7036.8286,7006.946
375.57428,378.39783,373.7799,374.68274,380.0337,381.87006,376.7709,373.6809,375.51804,372.2674,375.8251,375.33237,377.78915
7793.023,7805.7563,7774.372,7820.017,7808.4126,7814.461,7837.518,7805.3564,7863.489,7842.9204,7836.2163,7838.575,7785.1934
8168.5337,8184.129,8148.282,8194.765,8188.401,8196.328,8214.298,8179.0586,8239.055,8215.199,8212.17,8214.019,8162.935
11497.073,11528.049,11330.62,11429.596,11650.892,11581.938,11512.661,11454.801,11531.25,11452.944,11535.616,11392.073,11438.896
5338.2085,5351.5005,5311.9644,5358.616,5344.772,5353.21,5359.0283,5356.0015,5390.006,5360.9727,5369.0503,5356.888,5330.2856
11310.591,11327.076,11238.167,11339.137,11342.461,11351.95,11345.145,11318.29,11387.895,11342.644,11357.066,11329.376,11284.864
989.5604,991.56067,983.56604,994.9718,992.82605,991.1117,994.60614,986.53156,991.90607,990.00244,986.19244,991.3588,985.7765
7391.354,7415.823,7420.718,7442.04,7380.267,7354.9033,7408.0464,7424.3613,7490.251,7446.9644,7357.0093,7437.372,7336.3247
6734.058,6746.6924,6682.026,6747.4414,6763.2544,6757.375,6751.972,6736.1724,6777.1245,6740.7993,6757.6313,6735.124,6716.3516
126.834816,127.81793,127.53277,128.80974,126.95182,127.33638,126.53608,127.571106,127.05344,127.04659,128.07695,128.81349,128.00597
225.17952,226.49068,225.57098,227.45897,225.36057,226.12749,224.96754,226.2348,226.39487,225.8156,226.57468,227.43227,226.1575
4791.2183,4792.5444,4735.84,4798.196,4813.4336,4824.0977,4808.6646,4785.7246,4795.712,4783.363,4812.7217,4783.018,4791.25
8137.7095,8151.6973,8068.012,8156.39,8178.8965,8169.456,8167.5864,8132.3184,8187.9805,8144.87,8174.7007,8137.4033,8123.867
6254.987,6267.3594,6208.3267,6267.6235,6281.846,6274.906,6271.0396,6257.5825,6297.5337,6262.4116,6276.264,6256.768,6237.158
8248.643,8254.371,8205.682,8288.947,8250.937,8246.196,8263.514,8269.689,8311.038,8260.396,8282.68,8270.823,8227.993
2956.8716,2978.7725,2936.678,2964.4883,2981.7097,2976.7434,2955.0732,2950.9219,2981.1382,2965.115,2987.9524,2959.9648,2943.7278
9361.777,9350.137,9244.855,9355.3125,9436.18,9427.986,9380.663,9301.604,9326.27,9312.813,9368.178,9322.542,9344.2705
4521.874,4527.169,4497.002,4537.6655,4527.9863,4533.2197,4530.897,4521.5356,4553.511,4529.317,4527.249,4531.901,4513.7383
5457.97,5462.4717,5421.892,5473.271,5471.8774,5476.278,5469.3657,5451.95,5486.3257,5460.72,5464.5493,5464.2964,5448.3867
1435.3073,1436.9323,1425.1523,1438.4513,1439.9266,1440.7745,1439.4606,1434.87,1443.3981,1437.7512,1439.7853,1436.738,1432.1106
16160.66,16194.049,16083.857,16211.33,16191.45,16204.493,16206.039,16169.207,16296.006,16209.94,16208.921,16215.776,16116.901
9252.409,9265.735,9184.773,9268.921,9288.47,9285.702,9277.456,9252.177,9310.439,9263.679,9284.207,9256.845,9229.0
8033.524,8046.5586,7974.802,8047.3335,8067.1733,8063.335,8054.431,8033.557,8085.045,8044.0967,8062.9927,8037.1597,8012.107
11881.835,11908.288,11821.682,11922.565,11904.903,11912.399,11916.958,11890.3545,11974.079,11915.144,11918.75,11919.483,11852.259
4278.8584,4285.8135,4262.1777,4288.803,4286.5693,4292.0645,4289.139,4278.9014,4321.956,4294.8022,4290.1445,4296.2764,4264.6846
3822.9414,3828.1895,3798.016,3828.446,3839.014,3841.6238,3837.3394,3820.8567,3847.8364,3829.7388,3834.4077,3827.373,3815.5574
24705.277,24797.016,24580.586,24772.787,24794.23,24792.205,24799.277,24781.3,24931.453,24814.22,24893.041,24783.258,24672.791
3895.0007,3905.2473,3876.9963,3913.7188,3925.8381,3930.411,3919.5103,3892.3438,3911.3704,3902.6877,3916.0947,3909.658,3905.5842
2738.7534,2738.9998,2723.812,2742.5537,2744.0847,2755.077,2754.206,2746.5505,2757.6448,2750.4006,2759.7932,2747.9714,2740.6367
3128.2227,3129.5317,3111.532,3133.9368,3136.6716,3148.1191,3146.1672,3135.8245,3148.7617,3140.6584,3151.4297,3138.9482,3131.2095
3520.147,3531.0151,3481.5242,3520.0508,3541.7996,3531.0566,3524.6616,3538.7068,3557.531,3519.8882,3532.9924,3493.1348,3497.3857
1648.9812,1650.4928,1639.2655,1653.066,1650.7605,1652.2631,1653.6217,1650.9594,1659.7941,1652.2665,1654.7191,1652.2744,1645.6924
3562.8347,3568.1335,3543.3184,3572.615,3568.4814,3571.0986,3574.6538,3568.108,3589.5342,3572.132,3576.2964,3571.4993,3555.763
6026.2173,6034.452,5989.0327,6044.524,6039.693,6041.1875,6044.6025,6033.478,6067.8174,6041.3774,6049.518,6038.0063,6011.366
3641.952,3647.1418,3615.6514,3649.7476,3652.5137,3651.205,3651.3665,3643.887,3665.7761,3646.215,3652.6345,3643.8484,3631.8774
3902.67,3946.9475,3894.7805,3877.414,3969.122,3991.992,3974.297,3869.139,3964.3748,3927.4998,3921.0012,3922.2546,3912.2668
2817.2056,2820.1458,2795.7537,2823.0476,2826.6074,2826.482,2828.1433,2818.091,2834.9294,2822.4963,2828.15,2820.2925,2809.9856
3235.199,3239.798,3211.4895,3241.9758,3244.6409,3243.24,3243.1995,3236.912,3256.3335,3238.7476,3244.6118,3236.4648,3225.926
2526.8232,2534.7517,2514.071,2532.5774,2530.0237,2530.305,2530.9548,2530.3533,2546.0173,2533.5798,2540.5784,2537.0024,2523.9814
6558.8857,6618.458,6548.0522,6582.266,6600.356,6586.9604,6627.564,6603.899,6663.4443,6610.521,6651.48,6592.777,6558.8867
1552.4247,1551.1406,1537.5995,1553.689,1557.6365,1557.7765,1561.478,1548.7076,1559.1925,1549.3676,1559.6359,1552.2352,1549.7041
2723.461,2728.318,2705.8188,2729.4746,2732.7605,2733.3184,2734.8926,2725.469,2743.0422,2728.6077,2735.4883,2727.681,2718.391
7227.644,7237.3726,7182.2783,7248.676,7244.537,7246.864,7249.9126,7234.645,7276.378,7244.354,7254.5054,7241.097,7210.526
8932.431,8943.969,8864.402,8946.488,8971.583,8968.894,8963.362,8917.9795,8974.701,8934.347,8953.774,8937.406,8915.513
1276.7489,1277.0724,1272.4413,1278.753,1278.9443,1281.3922,1278.4536,1277.1171,1289.0021,1279.4344,1281.0841,1279.1332,1273.412
6209.046,6215.6084,6158.337,6216.9263,6238.793,6235.509,6228.2764,6192.2573,6231.541,6205.7495,6218.0083,6209.5776,6197.09
4603.4146,4610.9067,4572.4756,4613.1616,4617.566,4618.1416,4618.216,4606.9844,4635.294,4611.458,4620.064,4608.314,4592.969
4064.507,4070.9973,4036.3977,4072.8984,4077.1267,4077.0889,4077.2473,4067.3909,4092.1978,4070.87,4078.8323,4068.0752,4054.923
1791.1943,1790.3486,1774.3933,1792.2971,1801.0682,1798.5647,1795.1436,1781.0266,1790.6107,1784.3568,1786.758,1788.0808,1787.0139
1033.3848,1033.6682,1018.546,1032.3519,1042.1393,1042.3241,1035.1202,1022.2089,1029.0409,1026.4894,1032.4314,1029.2997,1031.9061
2483.0962,2476.5872,2436.615,2476.7178,2507.7417,2507.254,2470.1165,2436.5344,2456.8455,2453.1638,2461.6387,2461.746,2475.5244
2102.6675,2114.7449,2087.1487,2100.2354,2123.615,2120.0007,2109.541,2072.6123,2108.8044,2092.3494,2103.6658,2107.0205,2089.8508
498.97592,499.31354,492.09738,499.29678,502.28015,503.39893,499.1665,492.59915,496.44095,494.96118,497.21674,497.5875,498.75778
7189.3384,7231.7236,7096.1396,7183.6587,7323.2207,7271.9194,7217.5464,7083.791,7142.126,7116.292,7168.0586,7158.8335,7179.494
1309.2957,1308.4192,1279.7096,1305.461,1325.3605,1325.9332,1298.9435,1276.7236,1295.4858,1290.374,1294.8406,1296.5427,1304.0342
5922.539,5877.6777,5863.6523,5912.7686,5916.467,5925.126,5901.8154,5874.334,5905.211,5898.43,5878.249,5908.056,5893.1836
579.26556,578.00854,568.0855,577.6438,588.3731,586.41565,578.64856,570.0126,568.4849,570.6658,576.5235,571.9665,579.8273
1222.5397,1228.0001,1199.3691,1223.7213,1238.4574,1241.6013,1230.6595,1205.464,1211.5487,1211.3734,1222.809,1215.7316,1228.3645
